"","habitatbenthopelagic","habitatdemersal","habitatpelagic","SpecCode","waterbrack","watersaltwater","Species","Genus","Subfamily","Family","Order","Class","SuperClass","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Malacoraja_kreffti",0,1,0,9261,0,1,"Malacoraja kreffti","Malacoraja",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,NA,NA,NA,NA,NA
"Malacoraja_obscura",0,1,0,63591,0,1,"Malacoraja obscura","Malacoraja",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,NA,NA,NA,NA,4.1
"Malacoraja_senta",0,1,0,2568,1,1,"Malacoraja senta","Malacoraja",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,2.70805020110221,0.1225,7.99882650937602,NA,3.47,4.20020495292158,NA,NA,NA,NA,NA,4.1
"Malacoraja_spinacidermis",0,1,0,8904,0,1,"Malacoraja spinacidermis","Malacoraja",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,5.9
"Malacosarcus_macrostoma",0,0,1,54042,0,1,"Malacosarcus macrostoma","Malacosarcus",NA,"Stephanoberycidae","Beryciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.36999988555908,NA,NA,NA,NA,NA,NA,NA
"Malacosteus_australis",0,1,0,64601,0,1,"Malacosteus australis","Malacosteus","Malacosteinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.07000017166138,NA,NA,NA,NA,NA,NA,1.8
"Malacosteus_niger",0,0,1,10157,0,1,"Malacosteus niger","Malacosteus","Malacosteinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.72,NA,NA,-2.17366210726226,0.00962094180144323,-0.243090923898565,-1.14057299345105,3.6
"Malakichthys_barbatus",0,0,1,58590,0,1,"Malakichthys barbatus","Malakichthys",NA,"Malakichthyidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.71000003814697,NA,NA,NA,NA,NA,NA,17
"Malakichthys_elegans",0,0,1,10446,0,1,"Malakichthys elegans","Malakichthys",NA,"Malakichthyidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.74000000953674,NA,NA,NA,NA,NA,NA,16
"Malakichthys_griseus",0,0,1,11947,0,1,"Malakichthys griseus","Malakichthys",NA,"Malakichthyidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,23.8
"Malakichthys_levis",0,0,1,59902,0,1,"Malakichthys levis","Malakichthys",NA,"Malakichthyidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.6800000667572,NA,NA,NA,NA,NA,NA,20.4
"Malakichthys_mochizuki",0,0,1,59903,0,1,"Malakichthys mochizuki","Malakichthys",NA,"Malakichthyidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.64000010490417,NA,NA,NA,NA,NA,NA,13
"Malakichthys_similis",0,0,1,64093,0,1,"Malakichthys similis","Malakichthys",NA,"Malakichthyidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.66000008583069,NA,NA,NA,NA,NA,NA,NA
"Malakichthys_wakiyae",0,0,1,9233,0,1,"Malakichthys wakiyae","Malakichthys",NA,"Malakichthyidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,18.5
"Malapterus_reticulatus",1,0,0,56305,0,1,"Malapterus reticulatus","Malapterus",NA,"Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.49000000953674,NA,NA,-0.933971369119512,-1.25974391518647,-0.24809090796475,-0.891049801181938,NA
"Mallotus_villosus",0,0,1,252,1,1,"Mallotus villosus","Mallotus",NA,"Osmeridae","Osmeriformes","Teleostei","Osteichthyes",NA,0.870828357797398,NA,1.6094379124341,0.4606,4.1666275176645,1.3,3.15,3.03013370027132,9.80565419218737,-1.43284678487225,-0.753430565440691,-0.417801716356944,-0.996394532632768,2.7
"Malthopsis_annulifera",0,1,0,7603,0,1,"Malthopsis annulifera","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,NA,NA,NA,NA,15.6
"Malthopsis_apis",0,1,0,69441,0,1,"Malthopsis apis","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.21000003814697,NA,NA,NA,NA,NA,NA,NA
"Malthopsis_arrietty",0,1,0,69447,0,1,"Malthopsis arrietty","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.19000005722046,NA,NA,NA,NA,NA,NA,NA
"Malthopsis_asperata",0,0,1,67296,0,1,"Malthopsis asperata","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,8.6
"Malthopsis_austrafricana",0,1,0,67317,0,1,"Malthopsis austrafricana","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.26999998092651,NA,NA,NA,NA,NA,NA,13.2
"Malthopsis_bradburyae",0,1,0,67316,0,1,"Malthopsis bradburyae","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,NA
"Malthopsis_bulla",0,1,0,69442,0,1,"Malthopsis bulla","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.26999998092651,NA,NA,NA,NA,NA,NA,NA
"Malthopsis_formosa",0,1,0,69449,0,1,"Malthopsis formosa","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.1800000667572,NA,NA,NA,NA,NA,NA,NA
"Malthopsis_gigas",0,1,0,65442,0,1,"Malthopsis gigas","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,11.8
"Malthopsis_gnoma",0,1,0,58676,0,1,"Malthopsis gnoma","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.21000003814697,NA,NA,NA,NA,NA,NA,19
"Malthopsis_jordani",0,1,0,23250,0,1,"Malthopsis jordani","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,NA,NA,NA,NA,9.1
"Malthopsis_kobayashii",0,1,0,65989,0,1,"Malthopsis kobayashii","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,NA
"Malthopsis_lutea",0,1,0,7602,0,1,"Malthopsis lutea","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,-2.06160466071188,-1.42270418154944,-0.860370576478265,0.11831286444187,15.9
"Malthopsis_mcgroutheri",0,1,0,69443,0,1,"Malthopsis mcgroutheri","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.17000007629395,NA,NA,NA,NA,NA,NA,NA
"Malthopsis_mitrigera",0,1,0,23166,0,1,"Malthopsis mitrigera","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,9.7
"Malthopsis_oculata",0,1,0,69444,0,1,"Malthopsis oculata","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,NA
"Malthopsis_parva",0,1,0,67298,0,1,"Malthopsis parva","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.1800000667572,NA,NA,NA,NA,NA,NA,3.2
"Malthopsis_provocator",0,1,0,69446,0,1,"Malthopsis provocator","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.22000002861023,NA,NA,NA,NA,NA,NA,NA
"Malthopsis_retifera",0,1,0,64926,0,1,"Malthopsis retifera","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.21000003814697,NA,NA,NA,NA,NA,NA,NA
"Malthopsis_tetrabulla",0,1,0,69445,0,1,"Malthopsis tetrabulla","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Malthopsis_tiarella",0,1,0,23218,0,1,"Malthopsis tiarella","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.29999995231628,NA,NA,NA,NA,NA,NA,15.6
"Malthopsis_velutina",0,1,0,69448,0,1,"Malthopsis velutina","Malthopsis",NA,"Ogcocephalidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.20000004768372,NA,NA,NA,NA,NA,NA,NA
"Malvoliophis_pinguis",0,1,0,24287,0,1,"Malvoliophis pinguis","Malvoliophis","Ophichthinae","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.79999995231628,NA,NA,NA,NA,NA,NA,NA
"Mancopsetta_maculata",0,1,0,7121,0,1,"Mancopsetta maculata","Mancopsetta",NA,"Achiropsettidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,0.916290731874155,NA,NA,NA,NA,NA,3.66,NA,NA,NA,NA,NA,NA,3.3
"Manducus_greyae",0,0,1,10333,0,1,"Manducus greyae","Manducus",NA,"Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,13.1
"Manducus_maderensis",0,0,1,10156,0,1,"Manducus maderensis","Manducus",NA,"Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,8.8
"Mangarinus_waterousi",0,1,0,11812,1,1,"Mangarinus waterousi","Mangarinus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.21000003814697,NA,NA,NA,NA,NA,NA,NA
"Manonichthys_alleni",1,0,0,65047,0,1,"Manonichthys alleni","Manonichthys","Pseudochrominae","Pseudochromidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.44000005722046,NA,NA,NA,NA,NA,NA,28.7
"Manonichthys_jamali",0,0,1,63853,0,1,"Manonichthys jamali","Manonichthys","Pseudochrominae","Pseudochromidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.63000011444092,NA,NA,NA,NA,NA,NA,28.8
"Manonichthys_paranox",1,0,0,15007,0,1,"Manonichthys paranox","Manonichthys","Pseudochrominae","Pseudochromidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,NA,NA,NA,NA,27.5
"Manonichthys_polynemus",1,0,0,14281,0,1,"Manonichthys polynemus","Manonichthys","Pseudochrominae","Pseudochromidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.70000004768372,NA,NA,NA,NA,NA,NA,28.8
"Manonichthys_scintilla",1,0,0,66394,0,1,"Manonichthys scintilla","Manonichthys","Pseudochrominae","Pseudochromidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Manonichthys_splendens",1,0,0,12714,0,1,"Manonichthys splendens","Manonichthys","Pseudochrominae","Pseudochromidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.73000001907349,NA,NA,NA,NA,NA,NA,28.4
"Manonichthys_winterbottomi",1,0,0,65048,0,1,"Manonichthys winterbottomi","Manonichthys","Pseudochrominae","Pseudochromidae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,NA,NA,NA,NA,NA
"Margrethia_obtusirostra",0,0,1,11674,0,1,"Margrethia obtusirostra","Margrethia",NA,"Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,-1.10016254097474,-0.190281603084352,-0.126047643522174,-0.941479295678981,9.2
"Margrethia_valentinae",0,0,1,23144,0,1,"Margrethia valentinae","Margrethia",NA,"Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.1800000667572,NA,NA,NA,NA,NA,NA,2.6
"Marilyna_darwinii",0,1,0,27607,1,1,"Marilyna darwinii","Marilyna","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,-1.22798112069226,-1.48881282201928,-0.51520076789514,-0.309269674556148,28
"Marilyna_meraukensis",0,1,0,26605,1,0,"Marilyna meraukensis","Marilyna","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,NA
"Marilyna_pleurosticta",0,1,0,27689,1,1,"Marilyna pleurosticta","Marilyna","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,27.4
"Marleyella_bicolorata",0,1,0,7898,0,1,"Marleyella bicolorata","Marleyella",NA,"Poecilopsettidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.55999994277954,NA,NA,NA,NA,NA,NA,21.4
"Marleyella_maldivensis",0,1,0,58874,0,1,"Marleyella maldivensis","Marleyella",NA,"Poecilopsettidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.41000008583069,NA,NA,NA,NA,NA,NA,NA
"Maroubra_perserrata",0,1,0,46173,0,1,"Maroubra perserrata","Maroubra","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,17.8
"Maroubra_yasudai",0,1,0,23088,0,1,"Maroubra yasudai","Maroubra","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.77,NA,NA,NA,NA,NA,NA,NA
"Marukawichthys_ambulator",0,1,0,4315,0,1,"Marukawichthys ambulator","Marukawichthys",NA,"Rhamphocottidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,-2.31888537303502,-1.10335174630801,-0.531009403833365,-0.470613693543625,13.1
"Marukawichthys_pacificus",0,1,0,56764,0,1,"Marukawichthys pacificus","Marukawichthys",NA,"Rhamphocottidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.01000022888184,NA,NA,NA,NA,NA,NA,NA
"Mascarenichthys_heemstrai",1,0,0,64484,0,1,"Mascarenichthys heemstrai","Mascarenichthys",NA,"Dinematichthyidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.23000001907349,NA,NA,NA,NA,NA,NA,27.4
"Mascarenichthys_microphthalmus",1,0,0,64485,0,1,"Mascarenichthys microphthalmus","Mascarenichthys",NA,"Dinematichthyidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.1800000667572,NA,NA,NA,NA,NA,NA,NA
"Mascarenichthys_remotus",1,0,0,66401,0,1,"Mascarenichthys remotus","Mascarenichthys",NA,"Dinematichthyidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,NA
"Mastigopterus_imperator",0,1,0,56351,0,1,"Mastigopterus imperator","Mastigopterus","Neobythitinae","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.69000005722046,NA,NA,NA,NA,NA,NA,4.8
"Masturus_lanceolatus",0,0,1,10207,1,1,"Masturus lanceolatus","Masturus",NA,"Molidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,2.9704144655697,0.0527,NA,NA,3.82,NA,NA,NA,NA,NA,NA,12.1
"Mataeocephalus_acipenserinus",0,0,1,8499,0,1,"Mataeocephalus acipenserinus","Mataeocephalus",NA,"Macrouridae","Gadiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4300000667572,NA,NA,NA,NA,NA,NA,5.6
"Mataeocephalus_adustus",1,0,0,52370,0,1,"Mataeocephalus adustus","Mataeocephalus",NA,"Macrouridae","Gadiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,NA
"Maxillicosta_meridianus",0,1,0,62984,0,1,"Maxillicosta meridianus","Maxillicosta",NA,"Neosebastidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.41000008583069,NA,NA,NA,NA,NA,NA,16.7
"Maxillicosta_raoulensis",0,1,0,28230,0,1,"Maxillicosta raoulensis","Maxillicosta",NA,"Neosebastidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,NA,NA,NA,NA,15.9
"Maxillicosta_reticulata",0,1,0,56290,0,1,"Maxillicosta reticulata","Maxillicosta",NA,"Neosebastidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4300000667572,NA,NA,NA,NA,NA,NA,NA
"Maxillicosta_scabriceps",0,1,0,14310,0,1,"Maxillicosta scabriceps","Maxillicosta",NA,"Neosebastidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.37,NA,NA,NA,NA,NA,NA,18
"Maxillicosta_whitleyi",0,1,0,14311,0,1,"Maxillicosta whitleyi","Maxillicosta",NA,"Neosebastidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,16
"Maynea_puncta",0,1,0,12905,0,1,"Maynea puncta","Maynea","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.41000008583069,NA,NA,NA,NA,NA,NA,9.7
"Mccoskerichthys_sandae",0,1,0,46783,0,1,"Mccoskerichthys sandae","Mccoskerichthys",NA,"Chaenopsidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.26,NA,NA,NA,NA,NA,NA,28.5
"Meadia_abyssalis",1,0,0,23276,0,1,"Meadia abyssalis","Meadia","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,19.2
"Meadia_roseni",0,1,0,54175,0,1,"Meadia roseni","Meadia","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.01000022888184,NA,NA,-2.64862560395627,-0.682916330633077,-0.838469707945027,-1.20817738133339,NA
"Mecaenichthys_immaculatus",1,0,0,12452,0,1,"Mecaenichthys immaculatus","Mecaenichthys","Microspathodontinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-1.19057642301534,-1.72017908961808,0.111443375237856,-0.825179266732384,21.2
"Medialuna_ancietae",0,1,0,59440,0,1,"Medialuna ancietae","Medialuna",NA,"Scorpididae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,NA
"Medialuna_californiensis",0,1,0,3597,0,1,"Medialuna californiensis","Medialuna",NA,"Scorpididae","Centrarchiformes","Teleostei","Osteichthyes",NA,0.693147180559945,NA,NA,NA,NA,NA,2.67,NA,9.21034037197618,-1.15352599903992,-1.29754394694692,-0.0383214622085591,-0.916182875204223,18.1
"Medusablennius_chani",0,0,1,67036,0,1,"Medusablennius chani","Medusablennius","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,NA
"Megacataetyx_niki",0,1,0,16796,0,1,"Megacataetyx niki","Megacataetyx",NA,"Bythitidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.67000007629395,NA,NA,NA,NA,NA,NA,3.9
"Megachasma_pelagios",0,0,1,5909,0,1,"Megachasma pelagios","Megachasma",NA,"Megachasmidae","Lamniformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.38,NA,NA,NA,NA,NA,NA,17.8
"Megalaspis_cordyla",1,0,0,384,1,1,"Megalaspis cordyla","Megalaspis","Caranginae","Carangidae","Carangiformes","Teleostei","Osteichthyes",NA,NA,3.2188758248682,1.6094379124341,0.680066666666667,6.72623340235875,NA,3.91,3.80532826675718,12.3218061749754,-2.72415825390899,-1.09191743064312,-0.253378757119009,-0.857924374189579,27.5
"Megalocottus_platycephalus",0,1,0,4114,0,1,"Megalocottus platycephalus","Megalocottus",NA,"Cottidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,0.2,6.75879255341776,NA,4.09,3.73169945129686,NA,NA,NA,NA,NA,1.9
"Megalocottus_taeniopterus",0,1,0,48279,1,1,"Megalocottus taeniopterus","Megalocottus",NA,"Cottidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,NA,NA,NA,NA,NA
"Megalomycter_teevani",0,0,1,60851,0,1,"Megalomycter teevani","Megalomycter",NA,"Cetomimidae","Beryciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"Megalonibea_fusca",1,0,0,15920,0,1,"Megalonibea fusca","Megalonibea",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.88000011444092,NA,NA,NA,NA,NA,NA,NA
"Megalops_atlanticus",1,0,0,1079,1,1,"Megalops atlanticus","Megalops",NA,"Megalopidae","Elopiformes","Teleostei","Osteichthyes",NA,2.22462355152433,NA,4.00733318523247,0.085894,11.5270748880746,0.07818,4.5,NA,16.3004172077523,-1.08730805667837,-0.661791725137293,-0.11915549379727,-1.08186220122628,27
"Megalops_cyprinoides",1,0,0,227,1,1,"Megalops cyprinoides","Megalops",NA,"Megalopidae","Elopiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.48,NA,NA,-1.19837708453438,-0.777466914807748,-0.125547286681854,-0.951686958052326,24.4
"Meganthias_carpenteri",0,1,0,64591,0,1,"Meganthias carpenteri","Meganthias",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.64000010490417,NA,NA,NA,NA,NA,NA,NA
"Meganthias_filiferus",0,0,1,65656,0,1,"Meganthias filiferus","Meganthias",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.64000010490417,NA,NA,NA,NA,NA,NA,NA
"Meganthias_kingyo",1,0,0,57812,0,1,"Meganthias kingyo","Meganthias",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.63000011444092,NA,NA,NA,NA,NA,NA,NA
"Meganthias_natalensis",1,0,0,7923,0,1,"Meganthias natalensis","Meganthias",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.69000005722046,NA,NA,NA,NA,NA,NA,19
"Megatrygon_microps",1,0,0,15391,1,1,"Megatrygon microps","Megatrygon","Dasyatinae","Dasyatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA,NA,NA,NA,NA,NA,3.9300000667572,NA,NA,NA,NA,NA,NA,27.3
"Meiacanthus_abditus",0,1,0,46573,0,1,"Meiacanthus abditus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.44000005722046,NA,NA,NA,NA,NA,NA,28.6
"Meiacanthus_abruptus",1,0,0,66287,0,1,"Meiacanthus abruptus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.21000003814697,NA,NA,NA,NA,NA,NA,NA
"Meiacanthus_anema",0,1,0,11785,1,1,"Meiacanthus anema","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,28.8
"Meiacanthus_atrodorsalis",1,0,0,6067,0,1,"Meiacanthus atrodorsalis","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.45,NA,NA,NA,NA,NA,NA,28.5
"Meiacanthus_bundoon",1,0,0,25790,0,1,"Meiacanthus bundoon","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,26.2
"Meiacanthus_crinitus",0,1,0,46625,0,1,"Meiacanthus crinitus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.41000008583069,NA,NA,NA,NA,NA,NA,29
"Meiacanthus_cyanopterus",1,0,0,66288,0,1,"Meiacanthus cyanopterus","Meiacanthus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,NA
