"","habitatbenthopelagic","habitatdemersal","habitatpelagic","SpecCode","Genus","Subfamily","waterbrack","watersaltwater","Species","Family","Order","Class","SuperClass","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Oxyurichthys_auchenolepis",0,1,0,59250,"Oxyurichthys","Gobionellinae",0,1,"Oxyurichthys auchenolepis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.72000002861023,NA,NA,NA,NA,NA,NA,28.2
"Oxyurichthys_chinensis",0,1,0,68800,"Oxyurichthys","Gobionellinae",0,1,"Oxyurichthys chinensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,NA
"Oxyurichthys_cornutus",0,1,0,61027,"Oxyurichthys","Gobionellinae",0,1,"Oxyurichthys cornutus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.66000008583069,NA,NA,NA,NA,NA,NA,28
"Oxyurichthys_guibei",0,1,0,9977,"Oxyurichthys","Gobionellinae",0,1,"Oxyurichthys guibei","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.72000002861023,NA,NA,NA,NA,NA,NA,NA
"Oxyurichthys_heisei",0,1,0,51697,"Oxyurichthys","Gobionellinae",0,1,"Oxyurichthys heisei","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.51999998092651,NA,NA,NA,NA,NA,NA,NA
"Oxyurichthys_keiensis",0,1,0,9955,"Oxyurichthys","Gobionellinae",1,1,"Oxyurichthys keiensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,NA,NA,NA,NA,26.9
"Oxyurichthys_lemayi",0,1,0,8029,"Oxyurichthys","Gobionellinae",0,1,"Oxyurichthys lemayi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.79999995231628,NA,NA,NA,NA,NA,NA,NA
"Oxyurichthys_limophilus",0,1,0,68801,"Oxyurichthys","Gobionellinae",0,1,"Oxyurichthys limophilus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.6800000667572,NA,NA,NA,NA,NA,NA,NA
"Oxyurichthys_lonchotus",0,1,0,51700,"Oxyurichthys","Gobionellinae",0,1,"Oxyurichthys lonchotus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,NA,NA,NA,NA,28.5
"Oxyurichthys_microlepis",0,1,0,9978,"Oxyurichthys","Gobionellinae",1,1,"Oxyurichthys microlepis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.77999997138977,NA,NA,NA,NA,NA,NA,28.1
"Oxyurichthys_mindanensis",0,1,0,59780,"Oxyurichthys","Gobionellinae",0,1,"Oxyurichthys mindanensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.55999994277954,NA,NA,NA,NA,NA,NA,NA
"Oxyurichthys_notonema",0,1,0,61306,"Oxyurichthys","Gobionellinae",0,1,"Oxyurichthys notonema","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.57999992370605,NA,NA,NA,NA,NA,NA,28.6
"Oxyurichthys_papuensis",1,0,0,8030,"Oxyurichthys","Gobionellinae",1,1,"Oxyurichthys papuensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,27.9
"Paralichthys_triocellatus",0,1,0,57926,"Paralichthys",NA,0,1,"Paralichthys triocellatus","Paralichthyidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.28999996185303,NA,NA,NA,NA,NA,NA,17.9
"Paralichthys_tropicus",0,1,0,982,"Paralichthys",NA,0,1,"Paralichthys tropicus","Paralichthyidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.1399998664856,NA,NA,NA,NA,NA,NA,26.5
"Paralichthys_woolmani",0,1,0,13971,"Paralichthys",NA,1,1,"Paralichthys woolmani","Paralichthyidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,0,6.59649175004399,NA,4.5,3.65842024662923,14.6039679183285,NA,NA,NA,NA,24.3
"Paraliparis_abyssorum",0,1,0,51865,"Paraliparis",NA,0,1,"Paraliparis abyssorum","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.44000005722046,NA,NA,NA,NA,NA,NA,NA
"Paraliparis_acutidens",0,1,0,64566,"Paraliparis",NA,0,1,"Paraliparis acutidens","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.4300000667572,NA,NA,NA,NA,NA,NA,NA
"Paraliparis_adustus",0,0,1,65369,"Paraliparis",NA,0,1,"Paraliparis adustus","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.50999999046326,NA,NA,NA,NA,NA,NA,NA
"Paraliparis_albeolus",0,1,0,51442,"Paraliparis",NA,0,1,"Paraliparis albeolus","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA
"Paraliparis_albescens",0,1,0,58805,"Paraliparis",NA,0,1,"Paraliparis albescens","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,5.5
"Paranebris_bauchotae",0,1,0,61344,"Paranebris",NA,0,1,"Paranebris bauchotae","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.63000011444092,NA,NA,NA,NA,NA,NA,NA
"Paranibea_semiluctuosa",0,1,0,8311,"Paranibea",NA,0,1,"Paranibea semiluctuosa","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.58999991416931,NA,NA,NA,NA,NA,NA,28.4
"Paranisotremus_moricandi",0,1,0,57454,"Paranisotremus","Haemulinae",0,1,"Paranisotremus moricandi","Haemulidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,27.5
"Paranotothenia_dewitti",0,1,0,59311,"Paranotothenia","Nototheniinae",0,1,"Paranotothenia dewitti","Nototheniidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.47000002861023,NA,NA,NA,NA,NA,NA,NA
"Paranotothenia_magellanica",0,0,1,7051,"Paranotothenia","Nototheniinae",0,1,"Paranotothenia magellanica","Nototheniidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,-1.34707364796661,7.18175920818907,NA,3.47000002861023,NA,11.0821425488778,-1.38645672672789,-1.23942750811134,-0.370281232691127,-0.504877070516924,7.9
"Paranthias_colonus",1,0,0,8325,"Paranthias",NA,0,1,"Paranthias colonus","Epinephelidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.76,NA,NA,-1.31440525996177,-0.687124400583102,-0.120225277440567,-0.904343543862094,25.9
"Paranthias_furcifer",1,0,0,1217,"Paranthias",NA,0,1,"Paranthias furcifer","Epinephelidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,-1.38230233985035,6.19949446061214,NA,3.21,3.44680789291421,NA,-1.20079928587592,-0.971679031334769,-0.164798800805535,-0.809310874176845,26.1
"Parapercis_albipinna",1,0,0,64834,"Parapercis",NA,0,1,"Parapercis albipinna","Pinguipedidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.49000000953674,NA,NA,NA,NA,NA,NA,NA
"Parapercis_albiventer",0,0,1,67651,"Parapercis",NA,0,1,"Parapercis albiventer","Pinguipedidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.49000000953674,NA,NA,NA,NA,NA,NA,26.8
"Parapercis_alboguttata",0,1,0,8188,"Parapercis",NA,0,1,"Parapercis alboguttata","Pinguipedidae","Perciformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.58999991416931,NA,NA,NA,NA,NA,NA,26.1
"Otolithes_cuvieri",1,0,0,13675,"Otolithes",NA,0,1,"Otolithes cuvieri","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,-0.591854929078073,6.41146846652565,NA,3.87,3.66867674679642,11.6309129241751,-1.19118222487955,-0.67674515158631,-0.304178646342397,-0.774333733365918,27
"Otolithes_ruber",1,0,0,4824,"Otolithes",NA,1,1,"Otolithes ruber","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,-0.287682072451781,3.22087382753087,NA,-0.873641835726806,8.18342269011909,-0.139262067333508,3.6,3.83021624272406,10.8907212532208,-1.31857313448768,-0.739265536298619,-0.382888382445314,-0.715993575292906,28.3
"Otolithoides_biauritus",0,1,0,4570,"Otolithoides",NA,0,1,"Otolithoides biauritus","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,-1.00950311359633,9.70763996361801,NA,4.05,4.48694955460066,NA,-1.74998710229051,-0.835840701995552,-0.360739910700374,-0.788853228889269,28.4
"Otophidium_chickcharney",0,1,0,16526,"Otophidium","Ophidiinae",0,1,"Otophidium chickcharney","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.41000008583069,NA,NA,NA,NA,NA,NA,27
"Otophidium_dormitator",1,0,0,3118,"Otophidium","Ophidiinae",0,1,"Otophidium dormitator","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.29999995231628,NA,NA,NA,NA,NA,NA,27.3
"Otophidium_indefatigabile",0,1,0,13939,"Otophidium","Ophidiinae",0,1,"Otophidium indefatigabile","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.44000005722046,NA,NA,NA,NA,NA,NA,NA
"Otophidium_omostigma",0,1,0,3119,"Otophidium","Ophidiinae",0,1,"Otophidium omostigma","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.46000003814697,NA,NA,NA,NA,NA,NA,24.2
"Owstonia_ainonaka",0,1,0,68886,"Owstonia","Owstoniinae",0,1,"Owstonia ainonaka","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,NA
"Owstonia_aurora",0,1,0,69893,"Owstonia","Owstoniinae",0,1,"Owstonia aurora","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.21000003814697,NA,NA,NA,NA,NA,NA,NA
"Owstonia_contodon",0,1,0,68887,"Owstonia","Owstoniinae",0,1,"Owstonia contodon","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,NA
"Owstonia_crassa",0,1,0,68888,"Owstonia","Owstoniinae",0,1,"Owstonia crassa","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.29999995231628,NA,NA,NA,NA,NA,NA,NA
"Owstonia_dispar",0,1,0,68889,"Owstonia","Owstoniinae",0,1,"Owstonia dispar","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.20000004768372,NA,NA,NA,NA,NA,NA,NA
"Owstonia_dorypterus",0,1,0,59268,"Owstonia","Owstoniinae",0,1,"Owstonia dorypterus","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.17000007629395,NA,NA,NA,NA,NA,NA,NA
"Owstonia_elongata",0,1,0,68890,"Owstonia","Owstoniinae",0,1,"Owstonia elongata","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,NA
"Owstonia_fallax",0,1,0,68891,"Owstonia","Owstoniinae",0,1,"Owstonia fallax","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,NA
"Owstonia_geminata",0,1,0,68892,"Owstonia","Owstoniinae",0,1,"Owstonia geminata","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.20000004768372,NA,NA,NA,NA,NA,NA,NA
"Owstonia_grammodon",1,0,0,23509,"Owstonia","Owstoniinae",0,1,"Owstonia grammodon","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,17.6
"Owstonia_hastata",0,1,0,68893,"Owstonia","Owstoniinae",0,1,"Owstonia hastata","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,NA
"Owstonia_hawaiiensis",0,1,0,68896,"Owstonia","Owstoniinae",0,1,"Owstonia hawaiiensis","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Owstonia_ignota",0,1,0,68897,"Owstonia","Owstoniinae",0,1,"Owstonia ignota","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
"Owstonia_japonica",0,1,0,68898,"Owstonia","Owstoniinae",0,1,"Owstonia japonica","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,NA
"Owstonia_kamoharai",0,1,0,68899,"Owstonia","Owstoniinae",0,1,"Owstonia kamoharai","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,NA,NA,NA,NA,NA
"Owstonia_lepiota",0,1,0,68901,"Owstonia","Owstoniinae",0,1,"Owstonia lepiota","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.16000008583069,NA,NA,NA,NA,NA,NA,NA
"Owstonia_maccullochi",0,1,0,59059,"Owstonia","Owstoniinae",0,1,"Owstonia maccullochi","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.3199999332428,NA,NA,NA,NA,NA,NA,19.6
"Owstonia_macrophthalma",0,1,0,59269,"Owstonia","Owstoniinae",0,1,"Owstonia macrophthalma","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.17000007629395,NA,NA,NA,NA,NA,NA,NA
"Owstonia_melanoptera",0,1,0,68902,"Owstonia","Owstoniinae",0,1,"Owstonia melanoptera","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,NA
"Owstonia_merensis",0,1,0,68903,"Owstonia","Owstoniinae",0,1,"Owstonia merensis","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.15000009536743,NA,NA,NA,NA,NA,NA,NA
"Owstonia_mundyi",0,1,0,68904,"Owstonia","Owstoniinae",0,1,"Owstonia mundyi","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,NA
"Owstonia_nalani",0,1,0,68905,"Owstonia","Owstoniinae",0,1,"Owstonia nalani","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.15000009536743,NA,NA,NA,NA,NA,NA,NA
"Owstonia_nigromarginata",0,1,0,59270,"Owstonia","Owstoniinae",0,1,"Owstonia nigromarginata","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.1800000667572,NA,NA,NA,NA,NA,NA,NA
"Owstonia_nudibucca",0,1,0,68907,"Owstonia","Owstoniinae",0,1,"Owstonia nudibucca","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,NA
"Owstonia_psilos",0,1,0,68908,"Owstonia","Owstoniinae",0,1,"Owstonia psilos","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.29999995231628,NA,NA,NA,NA,NA,NA,NA
"Owstonia_raredonae",0,1,0,68909,"Owstonia","Owstoniinae",0,1,"Owstonia raredonae","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.22000002861023,NA,NA,NA,NA,NA,NA,NA
"Owstonia_rhamma",0,1,0,68910,"Owstonia","Owstoniinae",0,1,"Owstonia rhamma","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.23000001907349,NA,NA,NA,NA,NA,NA,NA
"Owstonia_sarmiento",0,1,0,65147,"Owstonia","Owstoniinae",0,1,"Owstonia sarmiento","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.17000007629395,NA,NA,NA,NA,NA,NA,NA
"Owstonia_scottensis",0,1,0,68911,"Owstonia","Owstoniinae",0,1,"Owstonia scottensis","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,NA
"Owstonia_sibogae",0,1,0,12573,"Owstonia","Owstoniinae",0,1,"Owstonia sibogae","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.22000002861023,NA,NA,NA,NA,NA,NA,15.7
"Owstonia_similis",0,1,0,68912,"Owstonia","Owstoniinae",0,1,"Owstonia similis","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.21000003814697,NA,NA,NA,NA,NA,NA,NA
"Owstonia_simotera",0,1,0,16914,"Owstonia","Owstoniinae",0,1,"Owstonia simotera","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,10.8
"Owstonia_taeniosoma",1,0,0,23511,"Owstonia","Owstoniinae",0,1,"Owstonia taeniosoma","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,NA
"Owstonia_tosaensis",1,0,0,23510,"Owstonia","Owstoniinae",0,1,"Owstonia tosaensis","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.36999988555908,NA,NA,NA,NA,NA,NA,NA
"Owstonia_totomiensis",1,0,0,10481,"Owstonia","Owstoniinae",0,1,"Owstonia totomiensis","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,NA,NA,NA,NA,19.2
"Owstonia_weberi",0,1,0,25450,"Owstonia","Owstoniinae",0,1,"Owstonia weberi","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,NA,NA,NA,NA,15.1
"Owstonia_whiteheadi",0,0,1,66331,"Owstonia","Owstoniinae",0,1,"Owstonia whiteheadi","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,NA
"Oxycercichthys_veliferus",1,0,0,15015,"Oxycercichthys","Pseudochrominae",0,1,"Oxycercichthys veliferus","Pseudochromidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.70000004768372,NA,NA,NA,NA,NA,NA,26.2
"Oxycheilinus_arenatus",1,0,0,5595,"Oxycheilinus","Cheilininae",0,1,"Oxycheilinus arenatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.86,NA,NA,NA,NA,NA,NA,27.7
"Oxycheilinus_bimaculatus",1,0,0,5596,"Oxycheilinus","Cheilininae",0,1,"Oxycheilinus bimaculatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,-0.940992664612916,-0.969274461179151,-0.0510464814885994,-0.865787980518426,28
"Oxycheilinus_celebicus",1,0,0,5597,"Oxycheilinus","Cheilininae",0,1,"Oxycheilinus celebicus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.83999991416931,NA,NA,-0.988516999025755,-0.81882974880675,-0.0682387577877453,-0.936614436596003,28.1
"Oxycheilinus_digramma",1,0,0,5599,"Oxycheilinus","Cheilininae",1,1,"Oxycheilinus digramma","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.69,NA,NA,-0.956284036543763,-0.813389513759633,-0.12252614398359,-0.925611489417376,28
"Oxycheilinus_lineatus",1,0,0,63450,"Oxycheilinus","Cheilininae",0,1,"Oxycheilinus lineatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.76999998092651,NA,NA,NA,NA,NA,NA,14.7
"Oxycheilinus_mentalis",1,0,0,12779,"Oxycheilinus","Cheilininae",0,1,"Oxycheilinus mentalis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.77999997138977,NA,NA,NA,NA,NA,NA,27.4
"Oxycheilinus_nigromarginatus",1,0,0,62614,"Oxycheilinus","Cheilininae",0,1,"Oxycheilinus nigromarginatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.65000009536743,NA,NA,NA,NA,NA,NA,26.5
"Oxycheilinus_orientalis",1,0,0,5601,"Oxycheilinus","Cheilininae",0,1,"Oxycheilinus orientalis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,27.9
"Oxycheilinus_samurai",1,0,0,69180,"Oxycheilinus","Cheilininae",0,1,"Oxycheilinus samurai","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.60999989509583,NA,NA,NA,NA,NA,NA,NA
"Oxycheilinus_unifasciatus",1,0,0,5605,"Oxycheilinus","Cheilininae",0,1,"Oxycheilinus unifasciatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,4.06,NA,NA,-0.956466320845296,-0.818286156174121,-0.0590259858070085,-0.919504061158811,27.3
"Oxycirrhites_typus",1,0,0,5833,"Oxycirrhites",NA,0,1,"Oxycirrhites typus","Cirrhitidae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,28
"Oxyconger_leptognathus",0,1,0,10731,"Oxyconger",NA,0,1,"Oxyconger leptognathus","Muraenesocidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.75999999046326,NA,NA,-2.96745622153785,-0.198574703016438,-0.798943840310783,-1.19801064597509,27.2
"Oxyeleotris_siamensis",0,1,0,59246,"Oxyeleotris","Butinae",0,1,"Oxyeleotris siamensis","Butidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.64000010490417,NA,NA,NA,NA,NA,NA,NA
"Oxyjulis_californica",0,1,0,3670,"Oxyjulis",NA,0,1,"Oxyjulis californica","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,0,NA,NA,NA,NA,NA,3.14,NA,NA,-1.04852701236589,-1.11559396917288,-0.521232402229487,-0.881841225348269,18.8
"Oxylebius_pictus",0,1,0,4036,"Oxylebius","Oxylebiinae",0,1,"Oxylebius pictus","Zaniolepididae","Perciformes","Teleostei","Osteichthyes",NA,0.916290731874155,NA,NA,NA,NA,NA,3.42,NA,11.6262541502772,-1.12433110873327,-0.978958545265498,-0.262699029855673,-0.80082618279596,10.4
"Oxymetopon_compressus",1,0,0,13046,"Oxymetopon","Ptereleotrinae",0,1,"Oxymetopon compressus","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.54999995231628,NA,NA,NA,NA,NA,NA,28
"Oxymetopon_cyanoctenosum",1,0,0,13047,"Oxymetopon","Ptereleotrinae",0,1,"Oxymetopon cyanoctenosum","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.47000002861023,NA,NA,NA,NA,NA,NA,28.7
"Oxymetopon_filamentosum",1,0,0,59226,"Oxymetopon","Ptereleotrinae",0,1,"Oxymetopon filamentosum","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.50999999046326,NA,NA,NA,NA,NA,NA,NA
"Oxymetopon_formosum",1,0,0,59227,"Oxymetopon","Ptereleotrinae",0,1,"Oxymetopon formosum","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.50999999046326,NA,NA,NA,NA,NA,NA,NA
"Oxymetopon_typus",1,0,0,60862,"Oxymetopon","Ptereleotrinae",0,1,"Oxymetopon typus","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.49000000953674,NA,NA,NA,NA,NA,NA,27.4
"Oxymonacanthus_halli",1,0,0,25418,"Oxymonacanthus",NA,0,1,"Oxymonacanthus halli","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,27.2
"Oxymonacanthus_longirostris",1,0,0,6559,"Oxymonacanthus",NA,0,1,"Oxymonacanthus longirostris","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.27,NA,5.52146091786225,-0.857712551710407,-2.57898681925722,0.0711726110112033,-1.02534055192278,28.4
"Oxyporhamphus_micropterus",0,0,1,12112,"Oxyporhamphus",NA,0,1,"Oxyporhamphus micropterus","Hemiramphidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,0,NA,NA,3.13,NA,NA,NA,NA,NA,NA,27.9
"Oxyporhamphus_similis",0,0,1,3160,"Oxyporhamphus",NA,0,1,"Oxyporhamphus similis","Hemiramphidae","Beloniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.05999994277954,NA,NA,NA,NA,NA,NA,NA
"Oxyurichthys_paulae",0,1,0,51698,"Oxyurichthys","Gobionellinae",0,1,"Oxyurichthys paulae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,3.54999995231628,NA,NA,NA,NA,NA,NA,NA
