"","habitatbenthopelagic","habitatdemersal","habitatpelagic","waterbrack","watersaltwater","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Notoclinus_fenestratus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.88,NA,NA,NA,NA,NA,NA,13.6
"Notograptus_gregoryi",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.51999998092651,NA,NA,NA,NA,NA,NA,26.7
"Notograptus_guttatus",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.55,NA,NA,NA,NA,NA,NA,28.5
"Notolabrus_celidotus",1,0,0,1,1,NA,NA,NA,NA,-0.994252273343867,5.28469155538496,NA,3.36,NA,NA,NA,NA,NA,NA,14.3
"Notolabrus_cinctus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.55,NA,NA,NA,NA,NA,NA,11.6
"Notolabrus_fucicola",1,0,0,0,1,NA,1.58923522457932,NA,NA,-1.89711998488588,6.83206016182602,NA,3.65,3.72086249996699,NA,-1.06492437419069,-1.30447396089201,-0.186009903671173,-0.759355884418498,NA
"Notolabrus_gymnogenis",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,-1.04113256007684,-1.11684037332162,-0.118518276872117,-0.788918034905628,21.1
"Notolabrus_inscriptus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.65000009536743,NA,NA,NA,NA,NA,NA,NA
"Notolabrus_parilus",1,0,0,0,1,NA,NA,NA,2.40694510831829,-1.74296930505862,6.527226656164,NA,3.5699999332428,3.61765194482557,NA,-0.913225817629147,-1.28366857236488,-0.12266664178262,-0.817324506941987,17.8
"Notolabrus_tetricus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.60999989509583,NA,NA,-1.02068886641208,-1.24728845034784,-0.132268224159819,-0.737284661935804,17.5
"Notolepis_annulata",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.86,NA,NA,NA,NA,NA,NA,2.1
"Notolepis_coatsorum",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0.4
"Notoliparis_antonbruuni",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.48000001907349,NA,NA,NA,NA,NA,NA,NA
"Notoliparis_kermadecensis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.58999991416931,NA,NA,NA,NA,NA,NA,NA
"Notoliparis_kurchatovi",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.41000008583069,NA,NA,NA,NA,NA,NA,NA
"Notoliparis_macquariensis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,NA
"Notolychnus_valdiviae",0,0,1,0,1,NA,NA,NA,NA,0.344298672870677,-1.96611285637283,1.43508452528932,3.07,1.02961941718116,4.43081679884331,NA,NA,NA,NA,15.2
"Notolycodes_schmidti",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,4.3
"Notomuraenobathys_microcephalus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,-0.1
"Notophycis_fitchi",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,NA
"Notophycis_marginata",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,5.7
"Notopogon_armatus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.60999989509583,NA,NA,NA,NA,NA,NA,NA
"Notopogon_fernandezianus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.44000005722046,NA,NA,-1.61315266746746,-2.0603484480321,0.190494685345899,-1.23624776862603,13.1
"Notopogon_lilliei",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.51999998092651,NA,NA,NA,NA,NA,NA,11.7
"Notopogon_macrosolen",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.55999994277954,NA,NA,NA,NA,NA,NA,9.6
"Notopogon_xenosoma",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.4300000667572,NA,NA,NA,NA,NA,NA,10.3
"Notoscopelus_bolini",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.14000010490417,NA,NA,NA,NA,NA,NA,14.3
"Notoscopelus_caudispinosus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.17000007629395,NA,NA,-1.08040039472972,-0.356372423657983,-0.347372664452076,-0.873257189429508,21.1
"Notoscopelus_elongatus",0,0,1,0,1,NA,NA,NA,NA,-0.116533816255952,3.3178157727231,NA,3.4,NA,NA,-1.07249692819722,-0.258479885686474,-0.379532532053068,-0.871556902891516,13.6
"Notoscopelus_japonicus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.16000008583069,NA,NA,NA,NA,NA,NA,2.5
"Notoscopelus_kroyeri",0,0,1,0,1,NA,NA,NA,NA,-1.6094379124341,NA,NA,3.17,NA,NA,NA,NA,NA,NA,6.8
"Notoscopelus_resplendens",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,-1.13638563462087,-0.263166270141682,-0.370214093371427,-0.875898761278247,4.1
"Notothenia_angustata",0,1,0,0,1,15.0711753730979,NA,NA,NA,NA,NA,NA,4.18,NA,NA,-1.17708117717821,-0.993981107304846,-0.4338096094357,-0.514778671969367,10.7
"Notothenia_coriiceps",0,1,0,0,1,15.0711753730979,1.94591014905531,NA,NA,-1.7718980201325,8.16026486680791,NA,2.75,4.15182699763546,10.0841619201252,-1.41937156329818,-0.954167855159169,-0.448997964493787,-0.527513062904501,-0.6
"Notothenia_microlepidota",1,0,0,0,1,15.0711753730979,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA
"Notothenia_neglecta",1,0,0,0,1,15.0711753730979,2.01490302054226,NA,2.89037175789616,-2.20727491318972,7.71244383427499,-1.02165124753198,3.34,3.88053233833678,10.0642250629153,NA,NA,NA,NA,-1.7
"Notothenia_rossii",0,1,0,0,1,15.0711753730979,1.74919985480926,NA,2.83321334405622,-1.99487209113562,9.08940875589936,-1.38419656303774,3.61,4.49563429891978,11.0526622435553,-1.35531505480191,-0.95014726718135,-0.364432325201083,-0.537045423300691,2.1
"Nototheniops_larseni",1,0,0,0,1,NA,NA,NA,2.19722457733622,-1.20249057004479,NA,-0.762132909215264,3.33,3.18428438009858,8.86042822298827,NA,NA,NA,NA,0.1
"Nototheniops_mizops",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,9.14313162228273,NA,NA,NA,NA,2.8
"Nototheniops_nudifrons",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.45,NA,8.07383928276526,NA,NA,NA,NA,-0.9
"Nototheniops_nybelini",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,0.9
"Nototheniops_tchizh",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.29999995231628,NA,7.85127199710988,NA,NA,NA,NA,NA
"Novaculichthys_taeniourus",1,0,0,0,1,NA,NA,NA,NA,0.336472236621213,5.91862177425198,NA,3.25,3.31418600467253,NA,-0.86035827518222,-1.12479272141319,-0.106013143343224,-0.880138323542549,28.3
"Novaculoides_macrolepidotus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.39,NA,NA,-0.802677359180464,-1.1429917640467,-0.15090577615132,-1.02685539045325,28.1
"Novaculops_alvheimi",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,NA,NA,NA,NA,NA
"Novaculops_compressus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.32999992370605,NA,NA,NA,NA,NA,NA,NA
"Novaculops_halsteadi",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,NA,NA,NA,NA,27.9
"Novaculops_koteamea",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,NA,NA,NA,NA,12
"Oneirodes_macrosteus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4.19000005722046,NA,NA,NA,NA,NA,NA,4.6
"Oneirodes_melanocauda",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,2.97000002861023,NA,NA,NA,NA,NA,NA,3.5
"Oneirodes_micronema",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.85999989509583,NA,NA,NA,NA,NA,NA,3.3
"Oneirodes_mirus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,NA
"Oneirodes_myrionemus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4.07999992370605,NA,NA,NA,NA,NA,NA,8.8
"Oneirodes_notius",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4.13000011444092,NA,NA,NA,NA,NA,NA,1.3
"Oneirodes_parapietschi",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,NA,NA,NA,NA,NA
"Oneirodes_pietschi",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5.6
"Oneirodes_plagionema",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.22000002861023,NA,NA,NA,NA,NA,NA,2.7
"Oneirodes_posti",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4.07999992370605,NA,NA,NA,NA,NA,NA,NA
"Oneirodes_pterurus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,NA,NA,NA,NA,NA
"Oneirodes_rosenblatti",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4.07000017166138,NA,NA,NA,NA,NA,NA,2.2
"Oneirodes_sabex",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,NA,4.4
"Oneirodes_sanjeevani",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.73000001907349,NA,NA,NA,NA,NA,NA,NA
"Oneirodes_schistonema",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.76999998092651,NA,NA,NA,NA,NA,NA,8.3
"Oneirodes_schmidti",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.88000011444092,NA,NA,NA,NA,NA,NA,3.1
"Oneirodes_sipharum",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,2.92000007629395,NA,NA,NA,NA,NA,NA,NA
"Oneirodes_theodoritissieri",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4.23000001907349,NA,NA,NA,NA,NA,NA,4.3
"Oneirodes_thompsoni",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,2.1
"Oneirodes_thysanema",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,5.3
"Onigocia_bimaculata",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,-2.02068250646194,-0.48971872781301,-0.969022354433193,-0.133881802270194,27.7
"Onigocia_grandisquama",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,-1.89627926422838,-0.614136994635464,-0.82995102160386,-0.224100631805086,NA
"Onigocia_lacrimalis",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.61999988555908,NA,NA,NA,NA,NA,NA,11.8
"Onigocia_macrolepis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.61,NA,NA,-1.83534698225918,-0.526738798689884,-0.866383369811015,-0.257089197228948,27.6
"Onigocia_oligolepis",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.88,NA,NA,NA,NA,NA,NA,28
"Onigocia_pedimacula",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.49000000953674,NA,NA,NA,NA,NA,NA,27
"Onigocia_sibogae",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.54999995231628,NA,NA,NA,NA,NA,NA,26.7
"Onigocia_spinosa",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.73000001907349,NA,NA,-1.91079111250562,-0.625294458637535,-0.730003138385418,-0.282467461714383,25.8
"Onuxodon_albometeori",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.30999994277954,NA,NA,NA,NA,NA,NA,NA
"Onuxodon_fowleri",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.28,NA,NA,NA,NA,NA,NA,27.9
"Onuxodon_margaritiferae",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.31,NA,NA,NA,NA,NA,NA,NA
"Onuxodon_parvibrachium",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,28
"Novaculops_pastellus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,NA,NA,NA,NA,NA
"Novaculops_sciistius",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,NA
"Novaculops_woodi",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.44000005722046,NA,NA,NA,NA,NA,NA,NA
"Nuchequula_blochii",0,1,0,1,1,NA,NA,NA,NA,0.18509548367668,3.49977524706491,NA,2.89,2.54422322694442,NA,-1.8271872551358,-1.24702693796874,0.085620988758532,-0.965343683746214,28.5
"Nuchequula_flavaxilla",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.92000007629395,NA,NA,NA,NA,NA,NA,NA
"Nuchequula_gerreoides",0,1,0,1,1,NA,NA,NA,NA,0.0953101798043249,3.71165180955596,1.65441127807683,3.02,2.56494935746154,NA,NA,NA,NA,NA,28
"Nuchequula_glenysae",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.94000005722046,NA,NA,NA,NA,NA,NA,27.8
"Nuchequula_longicornis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.94000005722046,NA,NA,NA,NA,NA,NA,28.9
"Nuchequula_mannusella",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,2.9300000667572,NA,NA,NA,NA,NA,NA,NA
"Nuchequula_nuchalis",0,0,1,1,1,NA,NA,NA,NA,0.940007258491471,3.11856697249089,NA,2.97,2.484906649788,NA,-1.96244796241147,-1.34030240214061,0.130045107968854,-0.984432295897956,22.4
"Nudiantennarius_subteres",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.72000002861023,NA,NA,NA,NA,NA,NA,NA
"Nybelinella_brevidorsalis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.26999998092651,NA,NA,NA,NA,NA,NA,NA
"Nybelinella_erikssoni",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.26999998092651,NA,NA,NA,NA,NA,NA,2.3
"Oblada_melanurus",1,0,0,0,1,NA,1.09861228866811,NA,2.3481956042461,-1.38630936123239,6.33137253548312,-0.835840414976854,3.38,3.48818005453612,12.4075062317353,NA,NA,NA,NA,19.6
"Obliquogobius_cirrifer",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.10999989509583,NA,NA,NA,NA,NA,NA,NA
"Obliquogobius_cometes",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.14000010490417,NA,NA,NA,NA,NA,NA,NA
"Obliquogobius_fulvostriatus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.07999992370605,NA,NA,NA,NA,NA,NA,20.2
"Obliquogobius_megalops",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.08999991416931,NA,NA,NA,NA,NA,NA,NA
"Obliquogobius_turkayi",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.14000010490417,NA,NA,NA,NA,NA,NA,17.1
"Obliquogobius_yamadai",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.23000001907349,NA,NA,NA,NA,NA,NA,NA
"Occella_dodecaedron",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,1.9
"Occella_iburia",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,6.1
"Occella_kasawae",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,NA
"Occella_kuronumai",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.24000000953674,NA,NA,NA,NA,NA,NA,NA
"Occidentarius_platypogon",0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.72,NA,NA,NA,NA,NA,NA,26.9
"Ocosia_apia",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.13000011444092,NA,NA,NA,NA,NA,NA,17
"Ocosia_dorsomaculata",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.22000002861023,NA,NA,NA,NA,NA,NA,NA
"Ocosia_fasciata",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.11999988555908,NA,NA,NA,NA,NA,NA,18.5
"Ocosia_possi",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.17000007629395,NA,NA,NA,NA,NA,NA,NA
"Ocosia_ramaraoi",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.17000007629395,NA,NA,NA,NA,NA,NA,15.1
"Ocosia_sphex",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.08999991416931,NA,NA,NA,NA,NA,NA,NA
"Ocosia_spinosa",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.16000008583069,NA,NA,NA,NA,NA,NA,NA
"Ocosia_vespa",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.15000009536743,NA,NA,NA,NA,NA,NA,21.9
"Ocosia_zaspilota",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.15000009536743,NA,NA,-1.34439465927738,-0.87179024833159,-0.159349864836966,-0.796755062388676,15.2
"Ocynectes_maschalis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,NA
"Ocynectes_modestus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.26999998092651,NA,NA,NA,NA,NA,NA,NA
"Ocyurus_chrysurus",1,0,0,0,1,NA,0.693147180559945,NA,2.69124308278583,-1.58603610547471,7.88277042276983,-0.969520109788776,4.03,NA,10.6885756067944,-1.12612853767923,-0.882778798643157,-0.114117054883343,-0.919637897053819,25.9
"Odax_cyanoallix",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,2.6800000667572,NA,NA,NA,NA,NA,NA,NA
"Odax_pullus",0,1,0,0,1,NA,0.936093387219579,NA,2.39789527279837,-0.869884359059999,7.09776762458663,NA,2.06,NA,12.4332082181139,NA,NA,NA,NA,NA
"Odondebuenia_balearica",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.08999991416931,NA,NA,NA,NA,NA,NA,16.3
"Odontamblyopus_lacepedii",1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.89000010490417,NA,NA,-1.75770691128923,-1.23104328809482,-0.811162895604556,-0.891968120973197,NA
"Odontamblyopus_rebecca",1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.65000009536743,NA,NA,NA,NA,NA,NA,NA
"Odontamblyopus_roseus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.64000010490417,NA,NA,NA,NA,NA,NA,NA
"Odontamblyopus_rubicundus",1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,3.92000007629395,NA,NA,-1.84827589111827,-1.0383257896756,-0.694480295750745,-0.794334868133924,28.4
"Odontanthias_borbonius",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,15
"Odontanthias_caudicinctus",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,16.8
"Odontanthias_chrysostictus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,18.4
"Odontanthias_dorsomaculatus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,NA
"Odontanthias_elizabethae",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.29999995231628,NA,NA,NA,NA,NA,NA,7.8
"Odontanthias_flagris",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,20.2
"Odontanthias_fuscipinnis",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,8.7
"Odontanthias_grahami",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,NA,NA,NA,NA,NA
"Odontanthias_hensleyi",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,NA
"Odontanthias_katayamai",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.36999988555908,NA,NA,NA,NA,NA,NA,15
"Odontanthias_randalli",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.41000008583069,NA,NA,NA,NA,NA,NA,NA
"Odontanthias_rhodopeplus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,23.9
"Odontanthias_tapui",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,NA,NA,NA,NA,5.7
"Odontanthias_unimaculatus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,23.2
"Odontanthias_wassi",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.3199999332428,NA,NA,NA,NA,NA,NA,NA
"Odonteleotris_canina",1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,4.05000019073486,NA,NA,NA,NA,NA,NA,28.8
"Odonteleotris_polylepis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,4.05000019073486,NA,NA,NA,NA,NA,NA,NA
"Odontognathus_compressus",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,NA
"Odontognathus_panamensis",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,3.75999999046326,NA,NA,NA,NA,NA,NA,NA
"Odontomacrurus_murrayi",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,7.5
"Odontopyxis_trispinosa",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.17,NA,NA,-2.77061105600175,-1.21546869790187,-0.897974024763948,-0.62643989975258,6.9
"Odontoscion_dentex",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.49,NA,NA,NA,NA,NA,NA,27.6
"Odontoscion_eurymesops",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,4.07,NA,NA,NA,NA,NA,NA,23.9
"Odontoscion_xanthops",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,3.67,NA,NA,NA,NA,NA,NA,25.9
"Odontostomias_masticopogon",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4.21999979019165,NA,NA,NA,NA,NA,NA,NA
"Odontostomias_micropogon",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,-2.29839421475411,-0.752042764043646,-0.616447761159926,-0.972841435292349,3.5
"Odontostomops_normalops",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,4.32,NA,NA,NA,NA,NA,NA,7.7
"Odonus_niger",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.22,NA,NA,-1.9405157821889,-2.03035097006745,0.0866235896400827,-0.85615022295437,27.9
"Oedalechilus_labeo",0,1,0,1,1,NA,NA,NA,2.30258509299405,-1.4032370818502,5.18457722860601,-0.867500567704723,2.53999996185303,3.24882290123615,NA,-1.24774089722515,-1.39449117621628,-0.312182816299053,-0.763150494155033,19.3
"Ogcocephalus_corniger",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.42000007629395,NA,NA,NA,NA,NA,NA,23.5
"Ogcocephalus_cubifrons",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,25
"Ogcocephalus_darwini",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.44,NA,NA,NA,NA,NA,NA,20
"Ogcocephalus_declivirostris",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,22.5
"Ogcocephalus_nasutus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.54,NA,NA,-1.80411925740566,-1.4851207479863,-0.843041170802704,0.188582972165627,23.5
"Ogcocephalus_notatus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,26.1
"Ogcocephalus_pantostictus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.47000002861023,NA,NA,NA,NA,NA,NA,24.3
"Ogcocephalus_parvus",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.27999997138977,NA,NA,-1.9248622188243,-1.53741561621882,-0.88130970733922,0.186432647393028,23.1
"Ogcocephalus_porrectus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,14.8
"Ogcocephalus_pumilus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.22000002861023,NA,NA,NA,NA,NA,NA,22.8
"Ogcocephalus_radiatus",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,-1.7268010927167,-1.36897820569613,-0.835914629327836,0.141445034018908,26.4
"Ogcocephalus_rostellum",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,23.5
"Ogcocephalus_vespertilio",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.42,NA,NA,-1.83071132443324,-1.43824056703274,-0.773583009320052,0.0979814786282335,27.5
"Ogilbia_boehlkei",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,27.5
"Ogilbia_boydwalkeri",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.26999998092651,NA,NA,NA,NA,NA,NA,26.9
"Ogilbia_cayorum",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.25999999046326,NA,NA,NA,NA,NA,NA,27.3
"Ogilbia_cocoensis",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.17000007629395,NA,NA,NA,NA,NA,NA,NA
"Ogilbia_davidsmithi",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.35999989509583,NA,NA,NA,NA,NA,NA,25
"Ogilbia_deroyi",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,23.9
"Ogilbia_jeffwilliamsi",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.26999998092651,NA,NA,NA,NA,NA,NA,27.6
"Ogilbia_jewettae",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,NA,NA,NA,NA,28.5
