"","habitatbenthopelagic","habitatdemersal","habitatpelagic","SpecCode","Genus","Subfamily","waterbrack","watersaltwater","Species","Family","Order","Class","SuperClass","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Chromis fumea",1,0,0,10842,"Chromis","Chrominae",0,1,"Chromis fumea","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,27.2
"Chromis gunting",1,0,0,69005,"Chromis","Chrominae",0,1,"Chromis gunting","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis hangganan",1,0,0,69006,"Chromis","Chrominae",0,1,"Chromis hangganan","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.01999998092651,NA,NA,NA,NA,NA,NA,NA
"Chromis hypsilepis",1,0,0,9218,"Chromis","Chrominae",0,1,"Chromis hypsilepis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.71,NA,NA,NA,NA,NA,NA,18.3
"Chromis insolata",1,0,0,3644,"Chromis","Chrominae",0,1,"Chromis insolata","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,24.6
"Chromis jubauna",1,0,0,50101,"Chromis","Chrominae",0,1,"Chromis jubauna","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,27.3
"Chromis kennensis",1,0,0,67999,"Chromis","Chrominae",0,1,"Chromis kennensis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis klunzingeri",1,0,0,11866,"Chromis","Chrominae",0,1,"Chromis klunzingeri","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.68,NA,NA,NA,NA,NA,NA,18
"Chromis limbata",1,0,0,11868,"Chromis","Chrominae",0,1,"Chromis limbata","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,-1.05011643033781,-1.50583007212783,0.092301047980979,-0.889663152199216,25.8
"Chromis limbaughi",1,0,0,11869,"Chromis","Chrominae",0,1,"Chromis limbaughi","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,22.4
"Chromis lubbocki",1,0,0,12419,"Chromis","Chrominae",0,1,"Chromis lubbocki","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,NA
"Chromis mamatapara",1,0,0,69351,"Chromis","Chrominae",0,1,"Chromis mamatapara","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,NA
"Chromis mirationis",1,0,0,12422,"Chromis","Chrominae",0,1,"Chromis mirationis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.65,NA,NA,NA,NA,NA,NA,NA
"Chromis monochroma",1,0,0,64210,"Chromis","Chrominae",0,1,"Chromis monochroma","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.01999998092651,NA,NA,NA,NA,NA,NA,NA
"Chromis nigroanalis",1,0,0,12423,"Chromis","Chrominae",0,1,"Chromis nigroanalis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,27.5
"Chromis nitida",1,0,0,9225,"Chromis","Chrominae",0,1,"Chromis nitida","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.66,NA,NA,NA,NA,NA,NA,25.9
"Chromis norfolkensis",1,0,0,69577,"Chromis","Chrominae",0,1,"Chromis norfolkensis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis notata",1,0,0,12425,"Chromis","Chrominae",0,1,"Chromis notata","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,-1.11087349866755,-1.53075979085474,0.127692556377987,-0.950826204640135,24.9
"Chromis okamurai",1,0,0,12426,"Chromis","Chrominae",0,1,"Chromis okamurai","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,19.3
"Chromis onumai",1,0,0,63941,"Chromis","Chrominae",0,1,"Chromis onumai","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,21.9
"Chromis opercularis",1,0,0,12427,"Chromis","Chrominae",0,1,"Chromis opercularis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.72,NA,NA,-1.00749030066991,-1.50674788768728,0.0814397058042981,-0.901432516198055,27.9
"Chromis ovalis",1,0,0,7818,"Chromis","Chrominae",0,1,"Chromis ovalis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA,NA,14.6
"Chromis pamae",1,0,0,26693,"Chromis","Chrominae",0,1,"Chromis pamae","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,24.6
"Chromis pelloura",1,0,0,12428,"Chromis","Chrominae",0,1,"Chromis pelloura","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.72,NA,NA,NA,NA,NA,NA,23.1
"Chromis pembae",1,0,0,12429,"Chromis","Chrominae",0,1,"Chromis pembae","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.67,NA,NA,NA,NA,NA,NA,27.1
"Chromis punctipinnis",1,0,0,3646,"Chromis","Chrominae",0,1,"Chromis punctipinnis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,0.693147180559945,NA,NA,NA,NA,NA,2.73,NA,9.21034037197618,-1.19777400540076,-1.52487922324512,-0.0275937888598815,-0.82261506733895,16.7
"Chromis pura",1,0,0,64212,"Chromis","Chrominae",0,1,"Chromis pura","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis randalli",1,0,0,9226,"Chromis","Chrominae",0,1,"Chromis randalli","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis sahulensis",1,0,0,69578,"Chromis","Chrominae",0,1,"Chromis sahulensis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.01999998092651,NA,NA,NA,NA,NA,NA,NA
"Chromis sanctaehelenae",1,0,0,12430,"Chromis","Chrominae",0,1,"Chromis sanctaehelenae","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,NA
"Chromis scotochiloptera",1,0,0,12431,"Chromis","Chrominae",0,1,"Chromis scotochiloptera","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,28.8
"Chromis scotti",1,0,0,3647,"Chromis","Chrominae",0,1,"Chromis scotti","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,26.8
"Chromis struhsakeri",1,0,0,9227,"Chromis","Chrominae",0,1,"Chromis struhsakeri","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,7.8
"Chromis ternatensis",1,0,0,5677,"Chromis","Chrominae",0,1,"Chromis ternatensis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,1.38629436111989,2.56828839206038,NA,3.4,2.07944154167984,NA,-1.15386258689338,-1.37350610421928,0.111244931000436,-0.935359421535461,27.7
"Chromis tingting",1,0,0,69028,"Chromis","Chrominae",0,1,"Chromis tingting","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis torquata",1,0,0,69611,"Chromis","Chrominae",0,1,"Chromis torquata","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis trialpha",1,0,0,12432,"Chromis","Chrominae",0,1,"Chromis trialpha","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.68,NA,NA,NA,NA,NA,NA,28.1
"Chromis unipa",1,0,0,65214,"Chromis","Chrominae",0,1,"Chromis unipa","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.01999998092651,NA,NA,NA,NA,NA,NA,27.7
"Chromis vanbebberae",1,0,0,69363,"Chromis","Chrominae",0,1,"Chromis vanbebberae","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Chromis verater",1,0,0,7819,"Chromis","Chrominae",0,1,"Chromis verater","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,0.119115480890162,4.30053350411766,NA,3.28,NA,NA,NA,NA,NA,NA,20.3
"Chromis viridis",1,0,0,5679,"Chromis","Chrominae",0,1,"Chromis viridis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,0.832909122935104,3.28354121295782,NA,2.92,NA,NA,NA,NA,NA,NA,28.3
"Chromis weberi",1,0,0,5680,"Chromis","Chrominae",0,1,"Chromis weberi","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,-1.13005985819654,-1.46299510578731,0.0652716745603965,-0.807590883271363,28
"Chromis westaustralis",1,0,0,12433,"Chromis","Chrominae",0,1,"Chromis westaustralis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.71,NA,NA,NA,NA,NA,NA,18.4
"Chromis xanthochira",1,0,0,5681,"Chromis","Chrominae",0,1,"Chromis xanthochira","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,2.72,NA,NA,-1.05363915934774,-1.36126961949664,0.0994230944305982,-0.906822935111546,28.2
"Chromis xanthopterygia",1,0,0,12436,"Chromis","Chrominae",0,1,"Chromis xanthopterygia","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,-1.17333132856782,-1.23585168554916,0.0153740036273265,-0.916420914782794,27.4
"Chromis xanthura",1,0,0,5682,"Chromis","Chrominae",0,1,"Chromis xanthura","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.4,NA,NA,-1.07123700967804,-1.56531845330495,0.0640650025669701,-0.825229214914685,27.7
"Chromis xouthos",1,0,0,63874,"Chromis","Chrominae",0,1,"Chromis xouthos","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,28.4
"Chromis xutha",1,0,0,12437,"Chromis","Chrominae",0,1,"Chromis xutha","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.01999998092651,NA,NA,NA,NA,NA,NA,27.9
"Chromis yamakawai",1,0,0,67940,"Chromis","Chrominae",0,1,"Chromis yamakawai","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",15.7663857693369,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,NA,NA,NA,NA,NA
"Engraulis anchoita",0,0,1,1659,"Engraulis","Engraulinae",0,1,"Engraulis anchoita","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",43.9935718468594,NA,NA,NA,-1.13364748760521,4.00759289176555,0.2390169004705,2.51,3.00850746504271,NA,-1.18971543563203,-0.301187445888025,-0.484325755717198,-0.901419737182113,8.2
"Engraulis australis",0,0,1,1660,"Engraulis","Engraulinae",1,1,"Engraulis australis","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",43.9935718468594,0,NA,1.79175946922805,-0.810434089307639,NA,-0.356674943938732,3,2.65973492415599,NA,-1.20563238401445,-0.207889236711448,-0.424916941122659,-1.03640080964804,17.1
"Engraulis capensis",0,0,1,64907,"Engraulis","Engraulinae",0,1,"Engraulis capensis","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",43.9935718468594,0,NA,NA,-0.127833371509885,2.5187233645318,NA,3.03999996185303,2.54160199346455,NA,NA,NA,NA,NA,13.7
"Engraulis eurystole",0,0,1,1662,"Engraulis","Engraulinae",0,1,"Engraulis eurystole","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",43.9935718468594,NA,NA,NA,NA,NA,NA,3.03999996185303,NA,NA,-1.2685238723034,-0.222886621657943,-0.471234969581626,-0.945880993286632,6.6
"Engraulis japonicus",0,0,1,1663,"Engraulis","Engraulinae",0,1,"Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",43.9935718468594,0.405465108108164,NA,1.05605267424931,0.317285114667945,3.72719873630281,0.108854404912082,3.14,2.87273345342936,11.980338240852,-1.2751011956644,-0.275543359089777,-0.450617449700168,-0.966522972956508,18.4
"Engraulis maeoticus",0,0,1,64732,"Engraulis","Engraulinae",1,1,"Engraulis maeoticus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",43.9935718468594,NA,NA,NA,NA,NA,NA,3.02999997138977,NA,NA,NA,NA,NA,NA,NA
"Engraulis mordax",0,0,1,1664,"Engraulis","Engraulinae",0,1,"Engraulis mordax","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",43.9935718468594,0.510825623765991,NA,1.94591014905531,-0.870414863051221,4.07479403859966,0.0707690708882072,3.1,3.01009294938788,11.8263118332103,-1.24353913042577,-0.186577876776606,-0.332159141934592,-1.04951901631295,9
"Engraulis ringens",0,0,1,4,"Engraulis","Engraulinae",0,1,"Engraulis ringens","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",43.9935718468594,0,2.484906649788,1.09861228866811,-0.0211263601869585,3.98371996867243,0.159848700941896,2.85999989509583,2.98932288836881,9.25841599520775,-1.3188132087639,-0.307327482220228,-0.258522832063997,-1.05126019086011,19.7
"Gadus chalcogrammus",1,0,0,318,"Gadus",NA,1,1,"Gadus chalcogrammus","Gadidae","Gadiformes","Teleostei","Osteichthyes",14.1408292551251,1.38629436111989,3.6609942506244,2.9391619220656,-1.4404956389944,8.29948046295137,-1.06673578602085,3.57,4.49825290364201,14.5366437025622,NA,NA,NA,NA,1.6
"Gadus finnmarchicus",1,0,0,1881,"Gadus",NA,0,1,"Gadus finnmarchicus","Gadidae","Gadiformes","Teleostei","Osteichthyes",14.1408292551251,NA,NA,NA,NA,NA,NA,3.60999989509583,NA,NA,NA,NA,NA,NA,NA
"Gadus macrocephalus",0,1,0,308,"Gadus",NA,1,1,"Gadus macrocephalus","Gadidae","Gadiformes","Teleostei","Osteichthyes",14.1408292551251,1.61342993623664,NA,2.89037175789616,-1.35867919408692,9.35763970961824,-0.0998203352822109,3.97,4.57612750053536,14.5469615651193,-2.32534696830732,-0.819529083381812,-0.377206394041921,-0.768758656248362,2.9
"Gadus morhua",1,0,0,69,"Gadus",NA,1,1,"Gadus morhua","Gadidae","Gadiformes","Teleostei","Osteichthyes",14.1408292551251,1.66022728537648,3.99415583496667,2.9704144655697,-1.6888268986449,9.74311617986618,-1.27893584279939,4.09,4.70046050681323,15.2931553098022,-1.70113275483344,-0.84381364069929,-0.399600124149767,-0.704018279562583,6.6
"Gasterosteus wheatlandi",1,0,0,3272,"Gasterosteus",NA,1,1,"Gasterosteus wheatlandi","Gasterosteidae","Perciformes","Teleostei","Osteichthyes",24.484856624838,NA,NA,NA,NA,NA,NA,3.28,NA,5.605802066296,-1.90765397325001,-1.37844487387553,-0.145448945822642,-1.00388568044139,6.2
"Gillichthys mirabilis",0,1,0,3854,"Gillichthys","Gobionellinae",1,1,"Gillichthys mirabilis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",39.8290375494255,NA,NA,NA,NA,NA,NA,3.24,NA,10.2035921449865,-0.960252062032502,-0.601247262889476,-0.530824922320057,-0.508612508391725,22.3
"Gillichthys seta",0,1,0,54508,"Gillichthys","Gobionellinae",0,1,"Gillichthys seta","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",39.8290375494255,NA,NA,NA,NA,NA,NA,3.58999991416931,NA,NA,NA,NA,NA,NA,NA
"Glossogobius minutus",1,0,0,65417,"Glossogobius","Gobiinae",1,1,"Glossogobius minutus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",10.8340025816268,NA,NA,NA,NA,NA,NA,3.59999990463257,NA,NA,NA,NA,NA,NA,NA
"Hippocampus multispinus",0,1,0,59706,"Hippocampus","Syngnathinae",0,1,"Hippocampus multispinus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,27.5
"Hippocampus nalu",0,1,0,69401,"Hippocampus","Syngnathinae",0,1,"Hippocampus nalu","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.05999994277954,NA,NA,NA,NA,NA,NA,NA
"Hippocampus planifrons",0,1,0,59701,"Hippocampus","Syngnathinae",0,1,"Hippocampus planifrons","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,19.2
"Hippocampus abdominalis",0,1,0,46324,"Hippocampus","Syngnathinae",1,1,"Hippocampus abdominalis","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,0,NA,NA,NA,NA,NA,3.41,NA,5.99146454710798,-4.08372194181144,-2.20458752284198,-0.284580261212428,-1.20643073213352,17
"Hippocampus alatus",0,1,0,59702,"Hippocampus","Syngnathinae",0,1,"Hippocampus alatus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,27.5
"Hippocampus algiricus",0,1,0,53788,"Hippocampus","Syngnathinae",0,1,"Hippocampus algiricus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,27.4
"Hippocampus borboniensis",0,1,0,53791,"Hippocampus","Syngnathinae",0,1,"Hippocampus borboniensis","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,26.7
"Hippocampus breviceps",0,1,0,25926,"Hippocampus","Syngnathinae",0,1,"Hippocampus breviceps","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.45,NA,4.31748811353631,NA,NA,NA,NA,16.9
"Hippocampus camelopardalis",0,1,0,7983,"Hippocampus","Syngnathinae",0,1,"Hippocampus camelopardalis","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,26.6
"Hippocampus capensis",0,1,0,6303,"Hippocampus","Syngnathinae",1,1,"Hippocampus capensis","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,-0.287682072451781,NA,NA,NA,NA,NA,3.39000010490417,NA,4.30406509320417,-4.36689011260202,-2.39014658886358,-0.409512830581164,-1.12061971303096,NA
"Hippocampus colemani",0,1,0,61638,"Hippocampus","Syngnathinae",0,1,"Hippocampus colemani","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.09999990463257,NA,NA,NA,NA,NA,NA,28.2
"Hippocampus coronatus",0,1,0,23141,"Hippocampus","Syngnathinae",0,1,"Hippocampus coronatus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.34,NA,NA,-4.08965461830114,-2.41986352391767,-0.438539054617178,-1.08050381622176,20.6
"Hippocampus curvicuspis",0,1,0,64769,"Hippocampus","Syngnathinae",0,1,"Hippocampus curvicuspis","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,NA
"Hippocampus fuscus",0,1,0,25955,"Hippocampus","Syngnathinae",0,1,"Hippocampus fuscus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,-0.980829253011726,NA,NA,NA,NA,NA,3.39000010490417,NA,4.49980967033027,NA,NA,NA,NA,28.2
"Hippocampus grandiceps",0,1,0,59708,"Hippocampus","Syngnathinae",0,1,"Hippocampus grandiceps","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,28.7
"Hippocampus guttulatus",0,1,0,1802,"Hippocampus","Syngnathinae",1,1,"Hippocampus guttulatus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,-0.693147180559945,NA,NA,-0.560366069326127,NA,0.182321556793955,3.5,NA,6.36475075685191,-3.66624456435427,-2.22926531702004,-0.408802118098678,-1.1623753301568,18.6
"Hippocampus hendriki",0,1,0,59707,"Hippocampus","Syngnathinae",0,1,"Hippocampus hendriki","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,26.1
"Hippocampus hippocampus",0,1,0,1801,"Hippocampus","Syngnathinae",0,1,"Hippocampus hippocampus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,-0.980829253011726,NA,NA,-0.0725706928348354,NA,NA,3.15,NA,6.76272950693188,-3.10178487696744,-2.08788010120388,-0.346275270026896,-1.25329989249412,17.8
"Hippocampus jayakari",0,1,0,53814,"Hippocampus","Syngnathinae",0,1,"Hippocampus jayakari","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,26.9
"Hippocampus kelloggi",0,1,0,53815,"Hippocampus","Syngnathinae",0,1,"Hippocampus kelloggi","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,-3.39095028085403,-1.73497979170426,-0.679056319183129,-1.03104587438712,27.3
"Hippocampus lichtensteinii",0,1,0,53909,"Hippocampus","Syngnathinae",0,1,"Hippocampus lichtensteinii","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,NA
"Hippocampus mohnikei",0,1,0,53911,"Hippocampus","Syngnathinae",0,1,"Hippocampus mohnikei","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,-0.287682072451781,NA,NA,NA,NA,NA,3.75,NA,NA,-3.20189801362439,-2.24445977801941,-0.368761988928086,-1.133998967818,28.5
"Hippocampus semispinosus",0,1,0,59703,"Hippocampus","Syngnathinae",0,1,"Hippocampus semispinosus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,27.4
"Hippocampus sindonis",0,1,0,23138,"Hippocampus","Syngnathinae",0,1,"Hippocampus sindonis","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,-3.64538673123471,-1.94242276078978,-0.385030305245787,-1.21763849528665,18.3
"Hippocampus subelongatus",0,1,0,53914,"Hippocampus","Syngnathinae",1,1,"Hippocampus subelongatus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,6.05208916892442,NA,NA,NA,NA,18.7
"Hippocampus whitei",0,1,0,22818,"Hippocampus","Syngnathinae",1,1,"Hippocampus whitei","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,-0.544727204216329,2.2353763433006,1.66770682055808,0.412302788907365,2.60347992867549,-0.232625866703703,3.39000010490417,2.72807066959302,5.16478597392351,-3.56514953591605,-2.4895103166845,-0.444410493340347,-0.937512137849757,25.4
"Hippocampus zosterae",0,1,0,3286,"Hippocampus","Syngnathinae",0,1,"Hippocampus zosterae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",15.1844275331095,-1.12393008748245,NA,NA,2.484906649788,-3.33176460694682,0.916290731874155,3.19000005722046,0.693147180559945,3.58351893845611,-3.83524028507498,-2.03708393147077,-0.483096960750418,-1.00008937653163,26.6
"Hippoglossoides dubius",0,1,0,8845,"Hippoglossoides","Pleuronectinae",0,1,"Hippoglossoides dubius","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",22.0883585738434,NA,NA,NA,-2.29830853622679,9.55692674124951,NA,3.65,4.39038446762348,NA,-1.16583156067111,-0.759401826350295,0.18170867064302,-1.32617452319695,3.4
"Hippoglossoides elassodon",0,1,0,519,"Hippoglossoides","Pleuronectinae",0,1,"Hippoglossoides elassodon","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",22.0883585738434,1.41746998783236,NA,NA,-1.87080267656851,NA,NA,3.67,NA,12.7248664389453,-1.30599610994667,-0.82312991532564,0.286590264480859,-1.3586171172855,7.6
