"","habitatbenthopelagic","habitatdemersal","habitatpelagic","waterbrack","watersaltwater","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Glossogobius minutus",1,0,0,1,1,8.40174382731326,NA,NA,NA,NA,NA,NA,3.59999990463257,NA,NA,NA,NA,NA,NA,NA
"Hippocampus multispinus",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,27.5
"Hippocampus nalu",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.05999994277954,NA,NA,NA,NA,NA,NA,NA
"Hippocampus planifrons",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,19.2
"Hippocampus abdominalis",0,1,0,1,1,16.0742065241493,0,NA,NA,NA,NA,NA,3.41,NA,5.99146454710798,-4.08372194181144,-2.20458752284198,-0.284580261212428,-1.20643073213352,17
"Hippocampus alatus",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,27.5
"Hippocampus algiricus",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,27.4
"Hippocampus borboniensis",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,26.7
"Hippocampus breviceps",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.45,NA,4.31748811353631,NA,NA,NA,NA,16.9
"Hippocampus camelopardalis",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.33999991416931,NA,NA,NA,NA,NA,NA,26.6
"Hippocampus capensis",0,1,0,1,1,16.0742065241493,-0.287682072451781,NA,NA,NA,NA,NA,3.39000010490417,NA,4.30406509320417,-4.36689011260202,-2.39014658886358,-0.409512830581164,-1.12061971303096,NA
"Hippocampus colemani",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.09999990463257,NA,NA,NA,NA,NA,NA,28.2
"Hippocampus coronatus",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.34,NA,NA,-4.08965461830114,-2.41986352391767,-0.438539054617178,-1.08050381622176,20.6
"Hippocampus curvicuspis",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,NA
"Hippocampus fuscus",0,1,0,0,1,16.0742065241493,-0.980829253011726,NA,NA,NA,NA,NA,3.39000010490417,NA,4.49980967033027,NA,NA,NA,NA,28.2
"Hippocampus grandiceps",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,28.7
"Hippocampus guttulatus",0,1,0,1,1,16.0742065241493,-0.693147180559945,NA,NA,-0.560366069326127,NA,0.182321556793955,3.5,NA,6.36475075685191,-3.66624456435427,-2.22926531702004,-0.408802118098678,-1.1623753301568,18.6
"Hippocampus hendriki",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,26.1
"Hippocampus hippocampus",0,1,0,0,1,16.0742065241493,-0.980829253011726,NA,NA,-0.0725706928348354,NA,NA,3.15,NA,6.76272950693188,-3.10178487696744,-2.08788010120388,-0.346275270026896,-1.25329989249412,17.8
"Hippocampus jayakari",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,26.9
"Hippocampus kelloggi",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,-3.39095028085403,-1.73497979170426,-0.679056319183129,-1.03104587438712,27.3
"Hippocampus lichtensteinii",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,NA
"Hippocampus mohnikei",0,1,0,0,1,16.0742065241493,-0.287682072451781,NA,NA,NA,NA,NA,3.75,NA,NA,-3.20189801362439,-2.24445977801941,-0.368761988928086,-1.133998967818,28.5
"Hippocampus semispinosus",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,NA,NA,NA,NA,27.4
"Hippocampus sindonis",0,1,0,0,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,-3.64538673123471,-1.94242276078978,-0.385030305245787,-1.21763849528665,18.3
"Hippocampus subelongatus",0,1,0,1,1,16.0742065241493,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,6.05208916892442,NA,NA,NA,NA,18.7
"Hippocampus whitei",0,1,0,1,1,16.0742065241493,-0.544727204216329,2.2353763433006,1.66770682055808,0.412302788907365,2.60347992867549,-0.232625866703703,3.39000010490417,2.72807066959302,5.16478597392351,-3.56514953591605,-2.4895103166845,-0.444410493340347,-0.937512137849757,25.4
"Hippocampus zosterae",0,1,0,0,1,16.0742065241493,-1.12393008748245,NA,NA,2.484906649788,-3.33176460694682,0.916290731874155,3.19000005722046,0.693147180559945,3.58351893845611,-3.83524028507498,-2.03708393147077,-0.483096960750418,-1.00008937653163,26.6
"Limanda aspera",0,1,0,0,1,19.1379361152745,1.89448014461691,NA,3.25809653802148,-2.01684239992332,7.13144635593238,NA,3.49,3.80743996523571,14.5519345574959,-1.31421181458552,-1.26794140382116,0.266333485609514,-1.30537929037021,3.4
"Limanda limanda",0,1,0,0,1,19.1379361152745,1.06471073464348,2.68988623047454,2.44853900561713,-1.0603117311697,6.06360812207847,-0.994252273343867,3,3.48553853009591,12.2743986280294,-1.17008438801017,-1.44287651300411,0.345252379538087,-1.32902655826276,8.9
"Limanda sakhalinensis",0,1,0,0,1,19.1379361152745,1.25276296849537,NA,NA,-1.96611285637283,5.79459488799011,NA,3.58,3.61899332664977,NA,-1.12000972703307,-1.23029636102695,0.260586612972183,-1.36520043746345,0.9
"Lipophrys pholis",0,1,0,0,1,24.548214286524,NA,NA,1.79175946922805,-1.20397280432594,3.98898404656427,-0.105360515657826,3.47,2.83321334405622,8.98719682066197,-1.3008681726957,-1.32557392562865,-0.451261779065921,-0.609328930759572,12.3
"Lipophrys trigloides",0,1,0,0,1,24.548214286524,NA,NA,NA,NA,NA,NA,4.49,NA,NA,-1.64962575080098,-0.988980131024717,-0.464835033969024,-0.559457776302784,18.9
"Lutjanus adetii",1,0,0,0,1,17.3531497563654,NA,NA,3.17805383034795,-1.33275359419186,5.94895676395462,-1.46967597005894,3.73,NA,NA,-1.37117073308177,-0.891214083927343,-0.0687244704520719,-0.774006370092676,25.9
"Lutjanus agennes",1,0,0,1,1,17.3531497563654,NA,NA,NA,NA,NA,NA,4.01,NA,NA,NA,NA,NA,NA,27.5
"Lutjanus ambiguus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.88000011444092,NA,NA,NA,NA,NA,NA,NA
"Lutjanus analis",1,0,0,1,1,17.3531497563654,1.70474809223843,3.68887945411394,3.06805293513362,-1.92169163257058,9.37853067467601,-1.48097873678048,3.91,NA,NA,-1.19828751410865,-0.863659372578708,-0.0725609202384195,-0.804091574190038,24.2
"Lutjanus apodus",1,0,0,1,1,17.3531497563654,NA,NA,3.73766961828337,-1.44816976483798,6.68835471394676,-2.30258509299405,4.25,3.87535902105655,NA,-1.19920550478418,-0.767940853377007,-0.0629381805884189,-0.831978858190417,26.4
"Lutjanus aratus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,4.09,NA,NA,NA,NA,NA,NA,25.9
"Lutjanus argentiventris",1,0,0,1,1,17.3531497563654,1.38629436111989,NA,NA,-1.86433016206289,8.80627428478173,-1.10866262452161,4.03999996185303,NA,12.2828021783888,-1.17468102875926,-0.874536909858675,-0.0681656308352892,-0.842974637289679,25.8
"Lutjanus bengalensis",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.77999997138977,NA,NA,-1.42661640553526,-0.812794808838658,-0.143808831614322,-0.780842664814676,28.6
"Lutjanus biguttatus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.98000001907349,NA,NA,NA,NA,NA,NA,28.6
"Lutjanus bitaeniatus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.79999995231628,NA,NA,NA,NA,NA,NA,27.3
"Lutjanus boutton",1,0,0,0,1,17.3531497563654,NA,NA,NA,-0.510825623765991,NA,NA,3.84,NA,NA,NA,NA,NA,NA,28.2
"Lutjanus buccanella",1,0,0,0,1,17.3531497563654,NA,NA,NA,-1.12701176318981,7.926674798741,0.693147180559945,3.9,NA,NA,-1.19575948954189,-0.693333599176509,-0.0830411465467031,-0.870629686189836,22.3
"Lutjanus campechanus",1,0,0,0,1,17.3531497563654,0.693147180559945,3.59731226058845,3.30761903470259,-1.80429340614753,9.40539135810912,-2.08430669068114,3.92,NA,16.808918211682,-1.21595962939745,-0.854382412676221,-0.0206882206069972,-0.892780366827608,24.4
"Lutjanus carponotatus",1,0,0,0,1,17.3531497563654,0.765467858773426,NA,2.9704144655697,-0.698986417994344,7.1691484663376,-1.59619268568408,3.89,NA,12.842690479052,-1.05067398565511,-0.717575953405918,-0.0639368586031399,-0.850096403450845,28.2
"Lutjanus coeruleolineatus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.88000011444092,NA,NA,NA,NA,NA,NA,28.1
"Lutjanus colorado",1,0,0,1,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.06,NA,NA,-1.14580395493202,-0.845183166662013,-0.0736496652220776,-0.871152768793199,27.7
"Lutjanus cyanopterus",1,0,0,1,1,17.3531497563654,NA,NA,4.00733318523247,-2.57059526564836,10.0523981599187,-2.54874141861733,4.36,5.00666073934084,NA,-1.19606963530433,-0.783756218938146,-0.159157086469391,-0.741531765584864,25.5
"Lutjanus decussatus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,4.02,NA,NA,-1.13410114542338,-0.817010311993603,-0.0753522842170752,-0.872136115740699,28.7
"Lutjanus dentatus",1,0,0,1,1,17.3531497563654,NA,NA,NA,NA,NA,NA,4.01000022888184,NA,NA,NA,NA,NA,NA,27.4
"Lutjanus dodecacanthoides",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.79999995231628,NA,NA,NA,NA,NA,NA,28.8
"Lutjanus erythropterus",1,0,0,0,1,17.3531497563654,1.38629436111989,NA,3.48124008933569,-1.4055963752822,7.84181522671746,-1.19360176990172,4.5,NA,15.6072700271923,-1.11253474818578,-0.952992884781229,0.0488278830256932,-0.921658083630212,28.2
"Lutjanus fulviflamma",1,0,0,1,1,17.3531497563654,0.559615787935423,NA,2.83438912314523,-0.594207232705042,6.01492077780698,NA,3.79,3.36832977803654,12.0523181372166,-1.08835707587622,-0.774874588450668,-0.106590119753917,-0.810835074071382,28.1
"Lutjanus gibbus",1,0,0,0,1,17.3531497563654,NA,NA,2.77258872223978,-1.01927312512701,7.19158099344884,NA,4.12,NA,9.68178046900788,-1.32894829920929,-0.852269236052958,-0.0291146201465159,-0.876203013164386,28
"Lutjanus guttatus",1,0,0,0,1,17.3531497563654,NA,3.9759363311718,NA,-0.896488104577975,8.41676941774811,-0.342490308946776,4.04,4.22420254948031,13.9272308075747,NA,NA,NA,NA,26.2
"Lutjanus inermis",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.83,NA,NA,NA,NA,NA,NA,27.6
"Lutjanus johnii",1,0,0,1,1,17.3531497563654,NA,NA,3.35340671782581,-1.71124917858079,8.89648509108859,-1.92220989861212,4.2,NA,NA,-1.1225181758815,-0.884508178915213,0.0021112199941236,-0.956484742253242,28.2
"Lutjanus jordani",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,4.45,NA,NA,NA,NA,NA,NA,20.8
"Lutjanus kasmira",1,0,0,0,1,17.3531497563654,NA,NA,NA,-1.23237227884763,6.53233429222235,NA,3.87,NA,NA,-1.36088604644383,-0.848507306307777,-0.154215804922298,-0.690614835238458,26.4
"Lutjanus lemniscatus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.98,NA,NA,NA,NA,NA,NA,28.3
"Lutjanus lunulatus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.98,NA,NA,NA,NA,NA,NA,28.5
"Lutjanus lutjanus",1,0,0,0,1,17.3531497563654,NA,NA,2.39789527279837,-0.401597596581675,5.72656417318182,NA,4.05,3.34638914516716,9.25789167383441,-1.24209483911273,-0.762978651229791,-0.159713212321845,-0.763964765182098,28.1
"Lutjanus madras",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.79999995231628,NA,NA,-1.27523239572915,-0.823247271986091,-0.0784280808818248,-0.924827064804011,28.6
"Lutjanus mahogoni",1,0,0,0,1,17.3531497563654,NA,NA,2.89037175789616,-1.65471425730374,6.29769049540181,-1.45530151842317,4.33,3.65169666298622,NA,-1.12679852274451,-0.634411402866749,-0.059345018360745,-0.933459737449874,26.6
"Lutjanus malabaricus",1,0,0,1,1,17.3531497563654,NA,3.97781074596615,3.44041809481544,-1.62399151854875,9.09147741891385,-1.83264396570152,4.48,4.51173824119554,15.6072700271923,-1.1861918785574,-0.792845317208157,0.0318592168273347,-0.871706128874472,27.5
"Lutjanus mizenkoi",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.80999994277954,NA,NA,NA,NA,NA,NA,28.8
"Lutjanus monostigma",1,0,0,1,1,17.3531497563654,NA,NA,NA,-1.51412773262978,7.99967857949945,NA,4.27,NA,NA,-1.11453488135366,-0.677527805125118,-0.0562520222946582,-0.916615563739963,28.1
"Lutjanus notatus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,26.2
"Lutjanus novemfasciatus",1,0,0,1,1,17.3531497563654,NA,NA,NA,NA,NA,NA,4.1,NA,NA,-1.09944124944531,-0.634147045238948,-0.125253540785112,-0.906743485549899,26.7
"Lutjanus octolineatus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA
"Lutjanus papuensis",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.80999994277954,NA,NA,NA,NA,NA,NA,28.9
"Lutjanus peru",1,0,0,0,1,17.3531497563654,1.38629436111989,NA,3.46573590279973,-1.74869997976761,8.91838250466161,NA,4.02,4.46590811865458,NA,-1.3179978425503,-1.07715471413669,-0.089519103087008,-0.921501404424894,26.2
"Lutjanus quinquelineatus",1,0,0,0,1,17.3531497563654,NA,NA,2.86220088092947,-1.16355088982702,5.43330097060916,-1.76814060362942,3.68,NA,12.5285908328174,-1.23643982533175,-0.936268874469756,-0.0729660631320167,-0.780982773475313,28.2
"Lutjanus rivulatus",1,0,0,0,1,17.3531497563654,NA,NA,NA,-1.51412773262978,8.36869318309779,NA,4.13,NA,NA,-1.23396520312119,-0.891154477323495,-0.00442735483538041,-0.812817319251439,26.5
"Lutjanus rufolineatus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.79999995231628,NA,NA,NA,NA,NA,NA,27.7
"Lutjanus russellii",1,0,0,1,1,17.3531497563654,NA,NA,NA,NA,NA,NA,4.1,NA,NA,-1.14621050399714,-0.800987078888764,-0.0664328566931906,-0.834246442370208,28
"Lutjanus sanguineus",1,0,0,0,1,17.3531497563654,1.01160091167848,NA,2.42774823594805,-1.50769392855082,9.29516669191089,-1.0045073803663,4.49,NA,14.3196136359694,-1.13787611682658,-0.831106963258846,0.0400810649151112,-0.919194276623738,26.8
"Lutjanus sapphirolineatus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.66000008583069,NA,NA,NA,NA,NA,NA,NA
"Lutjanus sebae",1,0,0,1,1,17.3531497563654,NA,NA,3.55534806148941,-1.60551703769086,9.30584533800324,-2.04022082852655,4.09,NA,15.6072700271923,-1.19330646095878,-0.91480387409949,0.0657372762719796,-0.893283657815423,27.1
"Lutjanus semicinctus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,4.05,NA,NA,NA,NA,NA,NA,28
"Lutjanus stellatus",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,4.01,NA,NA,NA,NA,NA,NA,NA
"Lutjanus synagris",1,0,0,0,1,17.3531497563654,0.559615787935423,3.27051905802004,2.07944154167984,-1.46157423556383,7.43805034818374,-0.903868211875598,3.82,NA,12.1691233507519,-1.20724629047565,-0.775995442050427,-0.0773676618768309,-0.885100507867671,24.7
"Lutjanus timoriensis",1,0,0,0,1,17.3531497563654,NA,NA,3.55534806148941,-1.78498248494903,7.75878191455271,-2.12026353620009,4.01,NA,NA,NA,NA,NA,NA,27.3
"Lutjanus viridis",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,4.16,NA,NA,NA,NA,NA,NA,25.9
"Lutjanus vitta",1,0,0,1,1,17.3531497563654,0,NA,2.41442457474958,-0.782279766762903,6.30494696747012,-1.0406004890654,3.96,NA,NA,-1.18983366545519,-0.812541009181351,-0.0563677215389447,-0.839847190734102,28.2
"Lutjanus vivanus",1,0,0,0,1,17.3531497563654,1.6094379124341,NA,NA,-1.96432873457933,8.67231482828354,NA,3.09,NA,NA,-1.18036794516334,-0.750195526367742,-0.104818921726458,-0.870504618904606,21.2
"Lutjanus xanthopinnis",1,0,0,0,1,17.3531497563654,NA,NA,NA,NA,NA,NA,3.72000002861023,NA,NA,NA,NA,NA,NA,NA
"Lycodes adolfi",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,3.5
"Lycodes akuugun",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.4300000667572,NA,NA,NA,NA,NA,NA,3.9
"Lycodes albolineatus",0,1,0,1,1,22.4742519662177,NA,NA,NA,-1.6094379124341,7.77741770059584,NA,3.17,4.34380542185368,NA,NA,NA,NA,NA,NA
"Lycodes albonotatus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,1.5
"Lycodes bathybius",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,NA
"Lycodes beringi",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.44000005722046,NA,NA,-3.19448100050742,-0.956434428650945,-0.648249693872646,-0.941780420263842,3.7
"Lycodes brevipes",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,4.21,NA,NA,-2.97805554254391,-0.715482331230104,-0.730161751176144,-0.786188220996625,4.8
"Lycodes brunneofasciatus",0,1,0,0,1,22.4742519662177,NA,NA,NA,-1.6094379124341,8.10592703672649,NA,3.34,4.36944785246702,NA,-3.96198838671426,-0.876741962160813,-0.814613090078346,-0.808741126026837,1.5
"Lycodes caudimaculatus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,NA,NA,NA,NA,3.2
"Lycodes concolor",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.52999997138977,NA,NA,-3.39174351848618,-0.741843085736119,-0.785059002275137,-0.749396062966777,1.7
"Lycodes cortezianus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.46000003814697,NA,NA,-2.60396285243511,-0.825268152665384,-0.674905343590857,-0.70445110935141,6.5
"Lycodes diapterus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,-3.14329268468341,-0.839117693406295,-0.83607661548598,-0.780257789779117,3.2
"Lycodes esmarkii",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.91000008583069,NA,NA,-3.35473749674619,-0.834096510701951,-0.581051500585178,-0.838127990617037,3.2
"Lycodes eudipleurostictus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.5,NA,NA,-3.38790433907181,-0.750569499125875,-0.565804428845286,-0.865171353392566,0.8
"Lycodes fasciatus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.42000007629395,NA,NA,NA,NA,NA,NA,2.8
"Lycodes frigidus",0,1,0,0,1,22.4742519662177,NA,NA,3.49650756146648,-3.17008566069877,7.27278724751172,NA,4.47,4.07668962698338,NA,NA,NA,NA,NA,-0.7
"Lycodes fulvus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,NA
"Lycodes gracilis",0,1,0,0,1,22.4742519662177,NA,NA,NA,-1.32802545299591,NA,NA,3.55,NA,NA,-3.63228311631542,-0.742078698262593,-0.737789264986873,-0.77360738001407,5.4
"Lycodes heinemanni",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,NA
"Lycodes hubbsi",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,-3.3161518360633,-0.987971195880295,-0.63945216484517,-0.89660709156808,1.7
"Lycodes japonicus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.28999996185303,NA,NA,-3.01204672449906,-0.672861669474073,-0.809547436296614,-0.853217464989749,2.7
"Lycodes jenseni",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.34999990463257,NA,NA,NA,NA,NA,NA,1.6
"Lycodes jugoricus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.16,NA,NA,NA,NA,NA,NA,-1.6
"Lycodes lavalaei",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.93,NA,NA,-3.28557076898793,-1.03366716247003,-0.552890981167491,-0.600786550018616,1.8
"Lycodes luetkenii",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,-0.5
"Lycodes macrochir",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,NA
"Lycodes macrolepis",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,1.9
"Lycodes marisalbi",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,-0.7
"Lycodes matsubarai",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,NA
"Lycodes mcallisteri",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,4.5,NA,NA,-4.17049879981937,-0.817675002441431,-0.704762897019644,-0.72316026215936,NA
"Lycodes microlepidotus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.41000008583069,NA,NA,NA,NA,NA,NA,0.9
"Lycodes microporus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.40000009536743,NA,NA,NA,NA,NA,NA,NA
"Lycodes mucosus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.92,NA,NA,NA,NA,NA,NA,-0.5
"Lycodes nakamurae",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.38000011444092,NA,NA,-2.0727381619261,-0.773183806842799,-0.723880741338641,-0.949506146985691,1.8
"Lycodes obscurus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,NA
"Lycodes ocellatus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,1.3
"Lycodes paamiuti",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.39000010490417,NA,NA,-2.67428900690795,-0.576457769517928,-0.73662940423426,-0.792867426683065,1.5
"Lycodes pacificus",0,1,0,0,1,22.4742519662177,NA,NA,NA,-1.17118298150295,NA,-0.139262067333508,3.28,NA,3.38439026334577,-3.30335711848812,-0.743799916451428,-0.651528477178417,-0.8435188208612,6.8
"Lycodes palearis",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.48,NA,NA,-2.96601940698941,-0.812862605762484,-0.730345572400559,-0.772482940213617,2.2
"Lycodes pallidus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.14,NA,NA,-2.62721235836256,-0.772813421062295,-0.73710759673576,-0.686877362560031,0.8
"Lycodes paucilepidotus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,5.2
"Lycodes pectoralis",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,1.7
"Lycodes polaris",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.36,NA,NA,-3.63177027527205,-0.71825991715468,-0.714119295507314,-0.683634891466181,-0.9
"Lycodes raridens",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.24,NA,8.04430540699064,-3.7942013650204,-0.974327225708118,-0.737433219925397,-0.71062544559173,-0.5
"Lycodes reticulatus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.49,NA,NA,NA,NA,NA,NA,3.5
"Lycodes rossi",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.54,NA,NA,NA,NA,NA,NA,-0.5
"Lycodes sadoensis",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,-2.19843719656667,-0.753984704646451,-0.720806199288219,-0.880892981686767,NA
"Lycodes sagittarius",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.23,NA,NA,NA,NA,NA,NA,0.3
"Lycodes schmidti",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.36999988555908,NA,NA,NA,NA,NA,NA,2.4
"Lycodes semenovi",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,NA
"Lycodes seminudus",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,0.4
"Lycodes sigmatoides",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,NA,NA,NA,NA,1.9
"Lycodes soldatovi",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,-2.70504363925081,-0.800549100663671,-0.617515546687627,-0.817333345891384,1.6
"Lycodes squamiventer",0,1,0,0,1,22.4742519662177,NA,NA,3.02042488614436,-2.15100199229306,4.06491575153129,-1.58474529984373,3.36999988555908,3.20700565229771,NA,NA,NA,NA,NA,0.9
"Lycodes tanakae",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.5699999332428,NA,NA,-2.35236943336904,-0.748302881487447,-0.727092309177735,-0.831095525464372,1.6
"Lycodes teraoi",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45000004768372,NA,NA,NA,NA,NA,NA,NA
"Lycodes terraenovae",0,1,0,0,1,22.4742519662177,NA,NA,NA,NA,NA,NA,3.45,NA,NA,-4.5469746695729,-0.891996767134642,-0.539641484340426,-0.813281199669168,4.1
